"Data.No","SS.No","Type","lambda","gamma","S","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
1,1,3,1e-07,0.0562341325190349,0.45,-0.0492874524364893,-0.0303714684523217,0.00284585050185444,0.0425969194861855
1,1,3,1e-07,0.0562341325190349,0.46,-0.0543646729611715,-0.0346447788457474,0.00251531280387642,0.0266656048227986
1,1,3,1e-07,0.0562341325190349,0.47,-0.0597502630226097,-0.039316549431699,-0.000627519430618329,0.0240905863183956
1,1,3,1e-07,0.0562341325190349,0.48,-0.0654250603627916,-0.0443994099213113,-0.00446372763179058,0.0169460716383724
1,1,3,1e-07,0.0562341325190349,0.49,-0.0713418871218318,-0.0498416938279309,-0.021914190887549,0.0123672328967604
1,1,3,1e-07,0.0562341325190349,0.5,-0.0775146375720053,-0.0555797911956415,-0.0124509646142036,0.005402020881043
1,1,3,1e-07,0.0562341325190349,0.51,-0.0840290773451267,-0.0616019287225004,-0.0229959858544782,0.00397440163184668
1,1,3,1e-07,0.0562341325190349,0.52,-0.0907827590517512,-0.0679721830992363,-0.0331728192985963,0.0134046468089931
1,1,3,1e-07,0.0562341325190349,0.53,-0.0977191424583404,-0.0746437304171346,-0.0393212222464863,-0.00698736822732138
1,1,3,1e-07,0.0562341325190349,0.54,-0.104791182803897,-0.0815645149769274,-0.0330068004331595,-0.0127540648152951
1,1,3,1e-07,0.0562341325190349,0.55,-0.112052273874428,-0.088654570667702,-0.0620323891031862,-0.030295887620287
1,1,3,1e-04,0.0562341325190349,0.45,-0.0492883986308196,-0.0303751504387655,0.00576084334114376,0.0253099358741061
1,1,3,1e-04,0.0562341325190349,0.46,-0.0543547866400752,-0.0346490796557595,-0.00297074755020647,0.0226326518905634
1,1,3,1e-04,0.0562341325190349,0.47,-0.0597434503669606,-0.0393158164992898,-0.00324844273551422,0.0316390590732999
1,1,3,1e-04,0.0562341325190349,0.48,-0.065426545795165,-0.0443999495670123,-0.00348956526634267,0.0202418316760222
1,1,3,1e-04,0.0562341325190349,0.49,-0.0713532117067317,-0.0498443196204559,-0.0144861918167805,0.0139679233013015
1,1,3,1e-04,0.0562341325190349,0.5,-0.0775204658924482,-0.0555731901534939,-0.00707688696148333,0.0193521670359051
1,1,3,1e-04,0.0562341325190349,0.51,-0.0840324226281178,-0.0615969675881439,-0.0283249802891819,0.00794208415753028
1,1,3,1e-04,0.0562341325190349,0.52,-0.0907938593901467,-0.0679738669530593,-0.0373361299747437,-0.00193047725084304
1,1,3,1e-04,0.0562341325190349,0.53,-0.0977235909730316,-0.0746490674499913,-0.0426448536854256,-0.0136431377516528
1,1,3,1e-04,0.0562341325190349,0.54,-0.104796865788883,-0.0815598542521874,-0.0502846491288298,-0.00902287986717114
1,1,3,1e-04,0.0562341325190349,0.55,-0.11203915399181,-0.0886518654063914,-0.0607431820504414,-0.0170581398243905
1,1,3,0.1,0.0562341325190349,0.45,-0.0169371380601999,-0.00717163463887329,0.00710863755336106,0.0393855569564995
1,1,3,0.1,0.0562341325190349,0.46,-0.0210101574263881,-0.00624431173609441,0.00925945868171707,0.0212056537741045
1,1,3,0.1,0.0562341325190349,0.47,-0.0293888932365807,-0.00782450027629905,0.00372178016260732,0.0265248598840169
1,1,3,0.1,0.0562341325190349,0.48,-0.0293843243781318,-0.00992005830676722,-0.0066571291265718,0.0205893998441947
1,1,3,0.1,0.0562341325190349,0.49,-0.0380552379109223,-0.0173902723532652,-0.0146841267074267,0.0172807885652128
1,1,3,0.1,0.0562341325190349,0.5,-0.0458454169215417,-0.0210438684581328,-0.0235808735469353,0.0116084510805421
1,1,3,0.1,0.0562341325190349,0.51,-0.0538842463706354,-0.025306957361149,-0.0310989163511228,0.0071543292440856
1,1,3,0.1,0.0562341325190349,0.52,-0.0583958427439272,-0.0363105633246747,-0.0379886630444745,0.00393862237837608
1,1,3,0.1,0.0562341325190349,0.53,-0.0662276618842363,-0.037386463630766,-0.0364244964805392,-0.00534419444882224
1,1,3,0.1,0.0562341325190349,0.54,-0.0751457391726444,-0.0540213941460777,-0.0466905997856979,-0.0123462914092219
1,1,3,0.1,0.0562341325190349,0.55,-0.0818700472248035,-0.0579893626140791,-0.0517834549825028,-0.0163457160787185
1,1,3,1e-07,0.1,0.45,-0.0492786867996814,-0.0303725852066109,0.00147229094320355,0.020770936626852
1,1,3,1e-07,0.1,0.46,-0.0543600406186966,-0.0346429461153157,0.00274136069091978,0.020546697501176
1,1,3,1e-07,0.1,0.47,-0.0597519823571143,-0.0393138732996588,-0.0109130631835736,0.0172044843325259
1,1,3,1e-07,0.1,0.48,-0.0654158663140295,-0.04440141379826,-0.0143257429748569,0.0184456331390523
1,1,3,1e-07,0.1,0.49,-0.0713308406339541,-0.0498328633916634,-0.0116263003317613,0.0106917449652657
1,1,3,1e-07,0.1,0.5,-0.0775186455608022,-0.0555747584646562,-0.0197743624354147,0.012660249511217
1,1,3,1e-07,0.1,0.51,-0.0840432917068154,-0.0615968044467676,-0.0262245379400124,0.00606676166031032
1,1,3,1e-07,0.1,0.52,-0.0907901236386681,-0.0679745666323412,-0.0405901222728975,-0.00274125966741672
1,1,3,1e-07,0.1,0.53,-0.0977261512276294,-0.0746462771843562,-0.0412797471407162,-0.00115808278552707
1,1,3,1e-07,0.1,0.54,-0.104793984224135,-0.081566673022546,-0.0524102990919903,-0.0126522939507028
1,1,3,1e-07,0.1,0.55,-0.11204670904197,-0.0886527430006045,-0.0491723197622627,-0.0235903843760358
1,1,3,1e-04,0.1,0.45,-0.049276885208037,-0.0303710202311698,0.00423769355027559,0.0228027029895577
1,1,3,1e-04,0.1,0.46,-0.0543674209507092,-0.0346464583131866,-0.00790117174169264,0.0266833662604589
1,1,3,1e-04,0.1,0.47,-0.0597358256499938,-0.0393173004954847,-0.00233373878624952,0.0285091900652706
1,1,3,1e-04,0.1,0.48,-0.0654183948560029,-0.0444078934395324,-0.00861626742997365,0.0121896759598798
1,1,3,1e-04,0.1,0.49,-0.0713551178055467,-0.0498410759311757,-0.0120222679506423,0.00634354447406997
1,1,3,1e-04,0.1,0.5,-0.0775123016526721,-0.0555759085481514,-0.0178145230366357,0.00232168862505143
1,1,3,1e-04,0.1,0.51,-0.0840204873213823,-0.0615951819249388,-0.0210640272811423,8.16023817434561e-05
1,1,3,1e-04,0.1,0.52,-0.0907980817816204,-0.067974911537366,-0.0333472069677126,-0.00670507989047572
1,1,3,1e-04,0.1,0.53,-0.0977268397532859,-0.0746481281264957,-0.0376058590404729,-0.00823147264404675
1,1,3,1e-04,0.1,0.54,-0.104813257427918,-0.0815610169771757,-0.0447831465066498,-0.0058638309473676
1,1,3,1e-04,0.1,0.55,-0.112038739682639,-0.0886514932010484,-0.0628707820305753,-0.0226138523535482
1,1,3,0.1,0.1,0.45,-0.0170507195671571,0.000949118093567068,0.0116864514714342,0.0305116555432131
1,1,3,0.1,0.1,0.46,-0.0206570479972694,-0.00180312893106069,0.00409540626996689,0.0265304812392156
1,1,3,0.1,0.1,0.47,-0.0262208485436698,-0.00358243023480511,-8.35596509320928e-05,0.0261310220092376
1,1,3,0.1,0.1,0.48,-0.0319217254022695,-0.0137076580502221,-0.00663054826753242,0.0302976117340656
1,1,3,0.1,0.1,0.49,-0.0408229077416015,-0.0168704779521103,-0.0139793006077108,0.0169911595710195
1,1,3,0.1,0.1,0.5,-0.0455568177023622,-0.0209657340967713,-0.0193514014234135,0.0105128325228578
1,1,3,0.1,0.1,0.51,-0.0535356627205811,-0.0226524035515929,-0.0234121078939506,0.0143063219817754
1,1,3,0.1,0.1,0.52,-0.0579333995685091,-0.0348500891160909,-0.0294362703411967,0.00830989849256683
1,1,3,0.1,0.1,0.53,-0.0666132799279137,-0.0390938692531123,-0.0397161424022194,-0.0020179781652854
1,1,3,0.1,0.1,0.54,-0.0757145407337246,-0.0455552466065658,-0.0446486979796688,-0.00587060990076196
1,1,3,0.1,0.1,0.55,-0.0810409467397552,-0.0568264571788722,-0.0593709867332483,-0.0226640280565451
1,1,3,1e-07,0.177827941003892,0.45,-0.0492792617513833,-0.030371971620544,0.00612997089765926,0.0241118130143344
1,1,3,1e-07,0.177827941003892,0.46,-0.0543673929129354,-0.0346448815834473,-0.00812134562726553,0.0220867688956895
1,1,3,1e-07,0.177827941003892,0.47,-0.0597493982860718,-0.0393099169776082,-0.00764307269185526,0.0196516265056188
1,1,3,1e-07,0.177827941003892,0.48,-0.0654253204910637,-0.0444037160789079,-0.0162225575084132,0.016419221275371
1,1,3,1e-07,0.177827941003892,0.49,-0.0713522328403281,-0.0498373859597033,-0.0207555762901488,0.00872392700476866
1,1,3,1e-07,0.177827941003892,0.5,-0.0775175693614503,-0.0555743166937999,-0.0211280703183911,0.00612750482532067
1,1,3,1e-07,0.177827941003892,0.51,-0.0840358509584409,-0.0615974211806383,-0.0276861016657104,0.0047213275954266
1,1,3,1e-07,0.177827941003892,0.52,-0.0907918548132736,-0.0679783186719314,-0.0327169191762572,-0.000884211211694784
1,1,3,1e-07,0.177827941003892,0.53,-0.097725937419781,-0.0746468436826163,-0.0394040565772932,-0.00594517104023976
1,1,3,1e-07,0.177827941003892,0.54,-0.104798481564192,-0.0815674576563012,-0.0508548147011386,-0.0141874635416296
1,1,3,1e-07,0.177827941003892,0.55,-0.112039696645507,-0.0886520652816399,-0.0611087748831724,-0.0203910594196693
1,1,3,1e-04,0.177827941003892,0.45,-0.0492937022522421,-0.0303741886642699,0.000985759240137783,0.0255832354125398
1,1,3,1e-04,0.177827941003892,0.46,-0.054354260890424,-0.0346420194973652,-0.00375028501961931,0.0221273302359303
1,1,3,1e-04,0.177827941003892,0.47,-0.0597424925747143,-0.0393190041019646,-0.00961774607890753,0.0209006548927478
1,1,3,1e-04,0.177827941003892,0.48,-0.0654219173703476,-0.0444003493819403,-0.0132971001885657,0.0137917561195771
1,1,3,1e-04,0.177827941003892,0.49,-0.0713422169897982,-0.049838553022564,-0.0103775311400698,0.0124386110064696
1,1,3,1e-04,0.177827941003892,0.5,-0.0775231375120498,-0.0555756562081078,-0.0225918732261621,0.00554576114345371
1,1,3,1e-04,0.177827941003892,0.51,-0.084033573612641,-0.0615996315167814,-0.0273176192136243,0.00461928456336686
1,1,3,1e-04,0.177827941003892,0.52,-0.0907908506891502,-0.0679698806930253,-0.0324857672441443,-0.00803633586219129
1,1,3,1e-04,0.177827941003892,0.53,-0.0977207855755081,-0.0746475485876041,-0.0436601300242296,-0.00799803238673875
1,1,3,1e-04,0.177827941003892,0.54,-0.104805341328787,-0.0815607769163213,-0.0529404564720696,-0.00938909601311478
1,1,3,1e-04,0.177827941003892,0.55,-0.112055628095239,-0.0886501884108092,-0.0576478040691675,-0.0232949696385486
1,1,3,0.1,0.177827941003892,0.45,-0.0164691913405144,0.00571617531954494,0.00937804818250103,0.0297723097059262
1,1,3,0.1,0.177827941003892,0.46,-0.0190140581169566,0.00184283813704832,0.0076795287326025,0.0271601565343139
1,1,3,0.1,0.177827941003892,0.47,-0.0274152122905362,-0.00507076239071634,-0.00301770501126482,0.0257985751271953
1,1,3,0.1,0.177827941003892,0.48,-0.031246677323481,-0.00619946980800719,-0.00805495528341516,0.0227480388320903
1,1,3,0.1,0.177827941003892,0.49,-0.0367623409164164,-0.00947515658208212,-0.0116128524473686,0.0181676886573476
1,1,3,0.1,0.177827941003892,0.5,-0.0437635296621246,-0.0217386940304205,-0.0200668622347662,0.0103466821568498
1,1,3,0.1,0.177827941003892,0.51,-0.0521192965501179,-0.0259202524848548,-0.0240977007925491,0.00816554052970129
1,1,3,0.1,0.177827941003892,0.52,-0.0592941313375777,-0.0316340947868297,-0.0351667295431923,0.00235493146332298
1,1,3,0.1,0.177827941003892,0.53,-0.0649018493830513,-0.0314747627426455,-0.0395979011315571,-0.00184877956939123
1,1,3,0.1,0.177827941003892,0.54,-0.0745840453877421,-0.0384435560616319,-0.0479604150753827,-0.00900639673502679
1,1,3,0.1,0.177827941003892,0.55,-0.0797194220920416,-0.0476976383275347,-0.055735896311892,-0.0175715333613726
1,1,3,1e-07,0.316227766016838,0.45,-0.0492917643897421,-0.0303729569411356,0.00327912128450355,0.0189991285991372
1,1,3,1e-07,0.316227766016838,0.46,-0.0543624002097797,-0.0346470039587873,0.000431107131346737,0.0183346360125345
1,1,3,1e-07,0.316227766016838,0.47,-0.0597507885294104,-0.0393181805171541,-0.00507113526202497,0.0191125535038327
1,1,3,1e-07,0.316227766016838,0.48,-0.0654140321451454,-0.0443991132446095,-0.0121314352254578,0.0140989169345608
1,1,3,1e-07,0.316227766016838,0.49,-0.0713349484952845,-0.0498419874466968,-0.0157161445263376,0.0104758216720219
1,1,3,1e-07,0.316227766016838,0.5,-0.0775250845420267,-0.0555771718937406,-0.0179144647519194,0.00658280255793918
1,1,3,1e-07,0.316227766016838,0.51,-0.084036428212742,-0.061602137818795,-0.0251954994913487,0.00327880570446643
1,1,3,1e-07,0.316227766016838,0.52,-0.090792428989356,-0.0679743750716325,-0.0303831503501938,-0.0017277022077179
1,1,3,1e-07,0.316227766016838,0.53,-0.0977267540565703,-0.0746466042779079,-0.0381693496155893,-0.00628187664464371
1,1,3,1e-07,0.316227766016838,0.54,-0.104794345999675,-0.0815682854024118,-0.0465023286626229,-0.0151868073995319
1,1,3,1e-07,0.316227766016838,0.55,-0.112041580005201,-0.0886547078266234,-0.0533839485306591,-0.0215716984024656
1,1,3,1e-04,0.316227766016838,0.45,-0.0492851622896462,-0.0303703939312609,0.00172469161198123,0.0208209892021553
1,1,3,1e-04,0.316227766016838,0.46,-0.0543603205757015,-0.0346483721635289,-0.00117266907079896,0.0181683245168194
1,1,3,1e-04,0.316227766016838,0.47,-0.0597562053773852,-0.0393175769947424,-0.00695651191950928,0.0154455063187199
1,1,3,1e-04,0.316227766016838,0.48,-0.0654221743823985,-0.0444032903744523,-0.0111816493465669,0.0144477563468671
1,1,3,1e-04,0.316227766016838,0.49,-0.0713412229019338,-0.0498372917299404,-0.0161471592001654,0.00938132070437402
1,1,3,1e-04,0.316227766016838,0.5,-0.077528599104909,-0.0555717628074323,-0.0217249180928838,0.0044880357572872
1,1,3,1e-04,0.316227766016838,0.51,-0.0840380530615933,-0.0616036230966351,-0.0267638044246387,0.00187441748531609
1,1,3,1e-04,0.316227766016838,0.52,-0.0907918109025572,-0.0679719136681256,-0.0316194456585237,-0.00332254029109731
1,1,3,1e-04,0.316227766016838,0.53,-0.0977206553827907,-0.0746393929172442,-0.0397919586011704,-0.00782052582260636
1,1,3,1e-04,0.316227766016838,0.54,-0.104807602884694,-0.0815644216728401,-0.0473863756458173,-0.0146044480047642
1,1,3,1e-04,0.316227766016838,0.55,-0.112050139084612,-0.0886510825556694,-0.0561926255101813,-0.0223963583876016
1,1,3,0.1,0.316227766016838,0.45,-0.0158890366542328,0.00262423918811556,0.010607283247878,0.0274512362041741
