"Data.No","SS.No","Type","lambda","gamma","S","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
1,1,3,1e-04,0.562341325190349,0.51,-0.0593575145921443,-0.0714388890268898,-0.0171423687393991,-0.0257075458229521
1,1,3,1e-04,0.562341325190349,0.52,-0.0647345658682008,-0.0762588268580505,-0.0218531302723077,-0.0307426420206022
1,1,3,1e-04,0.562341325190349,0.53,-0.0705097477284554,-0.0814548593476363,-0.0277649383780641,-0.0358185207856832
1,1,3,1e-04,0.562341325190349,0.54,-0.0767898429666173,-0.0870333581663274,-0.0351535317696696,-0.0407506497884306
1,1,3,1e-04,0.562341325190349,0.55,-0.0834387976862615,-0.0930445482529622,-0.0417792443363282,-0.0450034123476338
1,1,3,0.1,0.562341325190349,0.45,-0.0116440568239139,-0.030516979590776,0.00778130728599334,-0.00425201691941435
1,1,3,0.1,0.562341325190349,0.46,-0.0147356098210403,-0.0335513787002156,0.00538319785769811,-0.00714835423113312
1,1,3,0.1,0.562341325190349,0.47,-0.0171526714151063,-0.0370420028592006,0.00245524435177014,-0.00984004131835947
1,1,3,0.1,0.562341325190349,0.48,-0.0213382130560205,-0.0405728242048311,-0.00123439292772596,-0.0136118996975079
1,1,3,0.1,0.562341325190349,0.49,-0.0251795297994266,-0.0445429969816805,-0.00545239793981427,-0.0174010844045919
1,1,3,0.1,0.562341325190349,0.5,-0.0308137657604756,-0.0487389226019503,-0.0105381329875367,-0.0215389401390637
1,1,3,0.1,0.562341325190349,0.51,-0.0355268146449074,-0.0529944956132522,-0.0153587647236834,-0.0259505786050543
1,1,3,0.1,0.562341325190349,0.52,-0.0409219484236579,-0.0580727722129579,-0.0205666961889573,-0.0300032311728942
1,1,3,0.1,0.562341325190349,0.53,-0.0469580627348575,-0.0643137724574038,-0.0272213218123473,-0.035461833917275
1,1,3,0.1,0.562341325190349,0.54,-0.0548597048545012,-0.0680200958234767,-0.0341451122086132,-0.039581616400532
1,1,3,0.1,0.562341325190349,0.55,-0.0622456803393078,-0.0732704509773445,-0.0412621153783642,-0.0452139479961117
1,1,3,1e-07,1,0.45,-0.0362573045458668,-0.0479025466872719,0.0044233807224214,-0.00692109367348198
1,1,3,1e-07,1,0.46,-0.0390827019426143,-0.0511237139382444,0.00317833610423705,-0.00888192266849813
1,1,3,1e-07,1,0.47,-0.0423166259210149,-0.0545996128816237,-0.000138810197705633,-0.0124098857202954
1,1,3,1e-07,1,0.48,-0.045955926632248,-0.0584348756267933,-0.00233826479556479,-0.0153246649625803
1,1,3,1e-07,1,0.49,-0.0499576900250992,-0.062519320378689,-0.00577999564202246,-0.01913086506956
1,1,3,1e-07,1,0.5,-0.0544024941499286,-0.066838806899566,-0.0097513691448398,-0.0235787341365583
1,1,3,1e-07,1,0.51,-0.0593684170635286,-0.0714276958885949,-0.0147115174008512,-0.0273809208820108
1,1,3,1e-07,1,0.52,-0.0647379770818383,-0.0762804783916954,-0.0201315202841009,-0.0319594860096831
1,1,3,1e-07,1,0.53,-0.0705305530672899,-0.0814476398160227,-0.0255744998140386,-0.036398183763982
1,1,3,1e-07,1,0.54,-0.076768368817665,-0.0870404143407543,-0.0322317017446051,-0.0419253507772247
1,1,3,1e-07,1,0.55,-0.0834331799096399,-0.0930417600547978,-0.0376619759299727,-0.044123742868439
1,1,3,1e-04,1,0.45,-0.0362551184075998,-0.0479052824740492,0.00468942317034349,-0.00673284507739962
1,1,3,1e-04,1,0.46,-0.0390793234686335,-0.0511091326497095,0.0027600904615957,-0.00914171236179928
1,1,3,1e-04,1,0.47,-0.0423121145114035,-0.0545986487594988,2.84071195827563e-05,-0.0120881054881946
1,1,3,1e-04,1,0.48,-0.0459622039813838,-0.0584436088727477,-0.00235967473320601,-0.0158036881968913
1,1,3,1e-04,1,0.49,-0.0499436885777795,-0.0625123959942983,-0.0056050939221786,-0.0193753491262023
1,1,3,1e-04,1,0.5,-0.054403649366158,-0.0668458916661112,-0.00969449591195667,-0.023146684511824
1,1,3,1e-04,1,0.51,-0.0593429940052133,-0.0714308148119438,-0.0155156843194664,-0.0273057614212861
1,1,3,1e-04,1,0.52,-0.064741736639615,-0.0762671718605253,-0.0199152014110778,-0.0319556697414707
1,1,3,1e-04,1,0.53,-0.0705182283304137,-0.0814646167842522,-0.0260079279607881,-0.0359616210615914
1,1,3,1e-04,1,0.54,-0.0767717414033844,-0.0870301249742311,-0.0326376101604333,-0.0415023615760539
1,1,3,1e-04,1,0.55,-0.0834466344377493,-0.0930287522514312,-0.039299008674442,-0.0442398896313818
1,1,3,0.1,1,0.45,-0.0113111644609057,-0.0307560302747206,0.00815045686475763,-0.00498748506840937
1,1,3,0.1,1,0.46,-0.0135970099136749,-0.033865574845887,0.00576422036927608,-0.00787190869341113
1,1,3,0.1,1,0.47,-0.016898809856902,-0.0371944958536642,0.0028119023158086,-0.0107366316767764
1,1,3,0.1,1,0.48,-0.0205986143765048,-0.0406751253147895,-0.00092159677351153,-0.0142397814992449
1,1,3,0.1,1,0.49,-0.0252228656426226,-0.0450201752646164,-0.00430844751570284,-0.0183490794094801
1,1,3,0.1,1,0.5,-0.0293051702305991,-0.0481986515589945,-0.00945016802547118,-0.0225473371573668
1,1,3,0.1,1,0.51,-0.0358091470226306,-0.0517977197881706,-0.0136708705827507,-0.0262868054644441
1,1,3,0.1,1,0.52,-0.0413355259758334,-0.0590127342991084,-0.0189292484339884,-0.0310594157559485
1,1,3,0.1,1,0.53,-0.0468465111536723,-0.0639611981705663,-0.0260396735501445,-0.0352088414544001
1,1,3,0.1,1,0.54,-0.0547360459146123,-0.0682198085743468,-0.0312290129597567,-0.0388504717815434
1,1,3,0.1,1,0.55,-0.061083435429939,-0.0725808433326556,-0.0390964840851433,-0.0437699131129173
1,1,3,1e-07,1.77827941003892,0.45,-0.0362482132859484,-0.0479055694382032,0.0045831635016566,-0.00703009662278484
1,1,3,1e-07,1.77827941003892,0.46,-0.0390754673195943,-0.0511157752459736,0.00229014079870476,-0.010046767894203
1,1,3,1e-07,1.77827941003892,0.47,-0.042322584915192,-0.0545902546105566,5.72634397601981e-05,-0.0126697552602313
1,1,3,1e-07,1.77827941003892,0.48,-0.0459635323271753,-0.0584470838862691,-0.00304131988448814,-0.0160638639910729
1,1,3,1e-07,1.77827941003892,0.49,-0.0499689602890196,-0.0625169403576234,-0.00633881304770744,-0.019668997371327
1,1,3,1e-07,1.77827941003892,0.5,-0.0544008877544569,-0.0668354478597599,-0.0102822256309585,-0.0238952960832037
1,1,3,1e-07,1.77827941003892,0.51,-0.0593443492316738,-0.0714246522092233,-0.0150008563713384,-0.0277807321713608
1,1,3,1e-07,1.77827941003892,0.52,-0.0647487254755642,-0.0762811639378387,-0.0202169174591423,-0.0317145100357681
1,1,3,1e-07,1.77827941003892,0.53,-0.0705334671767567,-0.0814400472063631,-0.0258818839835087,-0.0365787900038986
1,1,3,1e-07,1.77827941003892,0.54,-0.0767682731162011,-0.0870299663318883,-0.0322309825616208,-0.0416736983307168
1,1,3,1e-07,1.77827941003892,0.55,-0.0834449695876359,-0.0930452264500718,-0.038425566421705,-0.0451702159476931
1,1,3,1e-04,1.77827941003892,0.45,-0.036250611673311,-0.0478986535060569,0.0045786273306164,-0.0063588479723341
1,1,3,1e-04,1.77827941003892,0.46,-0.0390869349193454,-0.0511183617268303,0.00196597121250848,-0.00932216544776145
1,1,3,1e-04,1.77827941003892,0.47,-0.0423165563008755,-0.054595003877958,0.000156224111353364,-0.0124668636511277
1,1,3,1e-04,1.77827941003892,0.48,-0.0459625417460909,-0.0584557581210889,-0.00321671518980064,-0.0159401643291082
1,1,3,1e-04,1.77827941003892,0.49,-0.0499731343967294,-0.0625089751917445,-0.00658789012748424,-0.019144868559024
1,1,3,1e-04,1.77827941003892,0.5,-0.0544069489240859,-0.0668336384963843,-0.00992035347369634,-0.0235274387111166
1,1,3,1e-04,1.77827941003892,0.51,-0.0593661189782202,-0.0714313829019319,-0.0149138298636567,-0.0279131477329673
1,1,3,1e-04,1.77827941003892,0.52,-0.0647395419797759,-0.0762732653473305,-0.0200176988575433,-0.0323214394328836
1,1,3,1e-04,1.77827941003892,0.53,-0.070500362876555,-0.0814504507970754,-0.0246518784928842,-0.0368790941856296
1,1,3,1e-04,1.77827941003892,0.54,-0.0767707968113292,-0.0870377101200331,-0.0323975959849215,-0.0421759694004177
1,1,3,1e-04,1.77827941003892,0.55,-0.0834399034034404,-0.0930456951755015,-0.0387734617205614,-0.0468998300721703
1,1,3,0.1,1.77827941003892,0.45,-0.0113549100114153,-0.0309059914110622,0.00804542684194685,-0.00580882819160484
1,1,3,0.1,1.77827941003892,0.46,-0.0135434943964323,-0.0337105129170146,0.00598140709512109,-0.00812523609133481
1,1,3,0.1,1.77827941003892,0.47,-0.0165701661736959,-0.0372203211466288,0.00326876379572225,-0.0110176209113841
1,1,3,0.1,1.77827941003892,0.48,-0.0206162405673234,-0.0411139694082795,-0.000367177935172882,-0.0145706331548827
1,1,3,0.1,1.77827941003892,0.49,-0.0248729303116094,-0.0451025829852955,-0.00477714700227974,-0.0186970681456677
1,1,3,0.1,1.77827941003892,0.5,-0.0296685322088672,-0.0491136888628053,-0.00867409006318613,-0.0224943173808485
1,1,3,0.1,1.77827941003892,0.51,-0.0353048654770597,-0.0537697389342672,-0.0137578776305291,-0.0268941717048733
