"Data.No","SS.No","Type","lambda","gamma","S","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
1,1,3,1e-07,0.0562341325190349,0.45,-0.0281692133366922,-0.0482397524899052,0.018036255766584,0.000534612225927835
1,1,3,1e-07,0.0562341325190349,0.46,-0.0310064035399719,-0.0526922770953863,0.0138093153471389,-0.00773756242407516
1,1,3,1e-07,0.0562341325190349,0.47,-0.0341592092979762,-0.0574800148993314,0.0224591456141732,0.00850474366811546
1,1,3,1e-07,0.0562341325190349,0.48,-0.0376502844187147,-0.062589901487835,0.0132050087454059,-0.0102866195186001
1,1,3,1e-07,0.0562341325190349,0.49,-0.0415733938991405,-0.0681206956862115,0.0148936452470464,-0.0177541711874901
1,1,3,1e-07,0.0562341325190349,0.5,-0.0458269006273234,-0.0740006781050218,-0.00319575218368006,-0.0300316847844708
1,1,3,1e-07,0.0562341325190349,0.51,-0.0504158597530366,-0.0802316752674865,-0.00341494460195264,-0.0321545187791776
1,1,3,1e-07,0.0562341325190349,0.52,-0.0553604202651664,-0.0868090172983052,-0.0061313890289469,-0.0348532675326909
1,1,3,1e-07,0.0562341325190349,0.53,-0.0606856505105996,-0.0936477879847152,-0.0239276276242663,-0.0391194362780156
1,1,3,1e-07,0.0562341325190349,0.54,-0.0663849889746763,-0.100781646278647,-0.0152341640357103,-0.0431643222337628
1,1,3,1e-07,0.0562341325190349,0.55,-0.0725096840867848,-0.1081213934179,-0.029216164097284,-0.058915182803398
1,1,3,1e-04,0.0562341325190349,0.45,-0.0281702705627004,-0.0482471805861848,0.0112241831945741,-0.00594134686196182
1,1,3,1e-04,0.0562341325190349,0.46,-0.0310012970837586,-0.0527008433954784,0.0106281461798828,-0.00931317822055263
1,1,3,1e-04,0.0562341325190349,0.47,-0.0341637811092442,-0.0574670787274296,0.0088495735239292,-0.00852136448390227
1,1,3,1e-04,0.0562341325190349,0.48,-0.0376616788424644,-0.0625959749791918,0.00510416534916285,-0.0150319033398603
1,1,3,1e-04,0.0562341325190349,0.49,-0.0415691007771789,-0.0681267903155425,0.0153871403357769,-0.0083423894617259
1,1,3,1e-04,0.0562341325190349,0.5,-0.0458243657947962,-0.0740200990222962,0.00114831102143338,-0.0135217069852246
