"SS.No","Type","gamma","lambda","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
1,3,0.01,1e-07,-0.0956665320181809,-0.0779349171563578,-0.00515076144019064,-0.0078762281204869
2,3,0.01,1e-07,-0.0790995662770971,-0.0896014099959323,-0.000423867483723176,-0.0139826039970809
3,3,0.01,1e-07,-0.084133530360966,-0.0829984994977227,-0.0172404152259863,-0.00489057769624008
4,3,0.01,1e-07,-0.0907531587329791,-0.0833148106175928,0.00453301513995827,-0.00741137408239663
5,3,0.01,1e-07,-0.0829785486088904,-0.0947525706996343,-0.0171999368000216,-0.0113561756210942
6,3,0.01,1e-07,-0.0771139247116506,-0.0941028653564119,-0.0040212356563626,-0.00773559054584884
7,3,0.01,1e-07,-0.0922540618139374,-0.0789357373312032,-0.0139624680287112,0.00267240521927403
8,3,0.01,1e-07,-0.0896938453143181,-0.0801949949207811,-0.00444221138638581,-0.00772672717420552
9,3,0.01,1e-07,-0.0838819330407569,-0.0870080211043911,-0.0126252340677976,-0.0115001706469357
10,3,0.01,1e-07,-0.0770378309133372,-0.0909778435264592,0.00635593667440874,-0.00776631689512337
11,3,0.01,1e-07,-0.0848678687839343,-0.0853452435636912,-0.00953247202254964,0.00618086848479877
12,3,0.01,1e-07,-0.0847041208145717,-0.0862986617231954,0.00689356519743246,-0.0183473692117375
13,3,0.01,1e-07,-0.0767710170166207,-0.0960979730635221,-0.00762097168721728,-0.0161607253494579
14,3,0.01,1e-07,-0.0758627758412724,-0.097593523692765,0.0065779399395619,-0.00742324438181195
15,3,0.01,1e-07,-0.0845877085736351,-0.0869682441548792,-0.00986615154316902,-0.0168576103160452
16,3,0.01,1e-07,-0.0883969310709933,-0.0905300594669385,-0.00921931387771302,0.00566590728193137
17,3,0.01,1e-07,-0.0870583185719925,-0.0873826052391849,-0.0130768215409069,-0.0121840001436473
18,3,0.01,1e-07,-0.0785443231166461,-0.0939964459978777,0.00320118601858728,-0.00662563218523525
19,3,0.01,1e-07,-0.0962020428432546,-0.0729307162315819,-0.00257428495060143,-0.00166144563212233
20,3,0.01,1e-07,-0.0999225842973404,-0.0882508552255891,-0.00592370969987855,-0.0213744896720902
21,3,0.01,1e-07,-0.0743722146333702,-0.101327229079803,0.00240571620034343,-0.0178413617759064
22,3,0.01,1e-07,-0.0902353012708278,-0.0844709382222979,-0.0157785880646676,0.00308408529037479
23,3,0.01,1e-07,-0.0938926074657186,-0.0775667914656335,-0.0145134043969518,-0.00398739855913257
24,3,0.01,1e-07,-0.104927238186597,-0.0787825421180684,-0.0122379465019711,0.00583091868280271
25,3,0.01,1e-07,-0.0934621291131026,-0.079053498376649,-0.0123314929833452,-0.00921286677043767
26,3,0.01,1e-07,-0.083600343564638,-0.0891832501230059,0.00504555546801173,-0.0104484993257188
27,3,0.01,1e-07,-0.0888112794670171,-0.0883836996351131,-0.0176581025251006,0.00956706248060465
28,3,0.01,1e-07,-0.0799186968850863,-0.0934897032767481,0.00203172462523231,-0.0147312515591759
29,3,0.01,1e-07,-0.0845536044381178,-0.0887444163967145,-0.018925984281633,0.00166491675208167
30,3,0.01,1e-07,-0.0948592593527435,-0.0752509332386411,-0.0241169987546001,-0.0025141951175078
31,3,0.01,1e-07,-0.0899978655361855,-0.0822640307440783,0.000856384223855881,-0.0146943415317869
32,3,0.01,1e-07,-0.0937764088772503,-0.079132127563918,-0.0114003513409674,-0.00769684914828195
33,3,0.01,1e-07,-0.0868860923342208,-0.0917187752742426,-0.0033066444921671,-0.00783885279733917
34,3,0.01,1e-07,-0.0773402150426982,-0.0906077571830017,-0.00834793135054522,-0.000927618692268344
35,3,0.01,1e-07,-0.0895607889176882,-0.0832003508197799,-0.00601182266666531,-0.00279940626184826
36,3,0.01,1e-07,-0.0756436535797253,-0.0936066481558425,0.0150408552082454,-0.0170419958780561
37,3,0.01,1e-07,-0.0711099120896007,-0.101778881301868,-0.00338166663890278,-0.023062171023721
38,3,0.01,1e-07,-0.0850240121269906,-0.0958248450796578,0.0071209707697352,-0.0318813038359066
39,3,0.01,1e-07,-0.0779228648508191,-0.105598410331868,0.00200302461146943,-0.0334664462787768
40,3,0.01,1e-07,-0.0702203165714131,-0.106728466545084,-0.000109462267883586,-0.0288821216061174
41,3,0.01,1e-07,-0.0826386927889299,-0.0923131111385163,-0.0169985294475559,-0.0170581174501633
42,3,0.01,1e-07,-0.105889164137675,-0.0785978486865405,-0.0255905985199069,0.00363698614897099
43,3,0.01,1e-07,-0.0976028151035678,-0.0751707800050925,-0.00758725626231139,-0.00256173029555922
44,3,0.01,1e-07,-0.101187287732602,-0.0755206683284423,-0.0257296880562813,0.00309770096788195
45,3,0.01,1e-07,-0.0873904246579857,-0.0826047963371349,-0.00152962557087371,0.000281932666994258
46,3,0.01,1e-07,-0.0885647899339185,-0.0811790524915871,-0.0125816310564458,-0.00653470088372369
47,3,0.01,1e-07,-0.0892073424633419,-0.0851055931667247,-0.00507697931446963,-0.00514161066679927
48,3,0.01,1e-07,-0.0790651575052583,-0.091522207300572,0.00224830118898511,-0.00713872556430585
49,3,0.01,1e-07,-0.0918690766528007,-0.081215626081186,-0.0157823860237913,0.0180131234624908
50,3,0.01,1e-07,-0.089950549102432,-0.0819786339793541,-0.00793482312856157,-0.00343914129630263
51,3,0.01,1e-07,-0.0865823984407258,-0.0818756482365204,-0.00957874732396079,-0.0010475428816042
52,3,0.01,1e-07,-0.0915957411653011,-0.0811303846269956,-0.0293841042593636,0.00643851611099951
53,3,0.01,1e-07,-0.084747241877324,-0.0852322363990496,-0.00327384500212205,-0.0205691840213909
54,3,0.01,1e-07,-0.0930471139836693,-0.0813877257513356,-0.0114663490528593,-0.00126462243301795
55,3,0.01,1e-07,-0.0857769822458852,-0.0832043708142146,0.00104521758910274,-0.0104433190321678
56,3,0.01,1e-07,-0.0803886994400552,-0.0893308793839683,-0.00150801027028464,-0.0195489319942146
57,3,0.01,1e-07,-0.0855958801352363,-0.0860625184101134,-0.00918709910429897,-0.00488649633390533
58,3,0.01,1e-07,-0.0777446932583905,-0.0898290506897059,-0.00337532259980803,-0.00488032924774266
59,3,0.01,1e-07,-0.0952933769853477,-0.0745023322018098,-0.0114190350552471,0.0120986876757515
