"SS.No","Type","gamma","lambda","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
33,3,0.01,1e-07,-0.102516779740725,-0.107858988058871,-0.026764154973469,-0.0242793979911582
34,3,0.01,1e-07,-0.0938404571934202,-0.106354961325559,-0.0330330356669152,-0.0245380783145315
35,3,0.01,1e-07,-0.105039968093323,-0.0995374747264536,-0.0229368110107331,-0.0155205677244944
36,3,0.01,1e-07,-0.0925285674219168,-0.109914258509825,-0.00866582509161632,-0.0328315129625663
37,3,0.01,1e-07,-0.0876805601307275,-0.117096792354963,-0.0107311332923943,-0.0202037167852048
38,3,0.01,1e-07,-0.100282643388544,-0.112115831202453,-0.0194495976064078,-0.0379953134423329
39,3,0.01,1e-07,-0.0944505292313033,-0.12115329731808,-0.0132224319959682,-0.0389291989060341
40,3,0.01,1e-07,-0.0864920650982191,-0.122498952268011,-0.018441055889396,-0.0294365537626182
41,3,0.01,1e-07,-0.0988152380067377,-0.108175866703256,-0.0255203306992839,-0.0221905937626529
42,3,0.01,1e-07,-0.121134279506966,-0.0952869146283098,-0.0538119728466259,-0.0131700590221763
43,3,0.01,1e-07,-0.113455264791672,-0.0912085503465649,-0.016656218852171,-0.0219226772242844
44,3,0.01,1e-07,-0.117190464327678,-0.0913143022012379,-0.0351258997138779,-0.0041990342644291
45,3,0.01,1e-07,-0.103304084438202,-0.0989148853088034,-0.0245455913553419,-0.0365532332959595
46,3,0.01,1e-07,-0.105678820388807,-0.0969371346087191,-0.0243358319976418,-0.018878868684554
47,3,0.01,1e-07,-0.105149930061639,-0.101243926970229,-0.0292582106212997,-0.0158774503935888
48,3,0.01,1e-07,-0.0946205287462767,-0.107271547734288,-0.0191638085332432,-0.0292175492794789
49,3,0.01,1e-07,-0.107595374075472,-0.0971088060964362,-0.0311823846668254,-0.014483295599622
50,3,0.01,1e-07,-0.105832946718978,-0.0978668582217896,-0.0242146082419495,-0.0182902677864205
51,3,0.01,1e-07,-0.102817428112862,-0.0984068915138832,-0.0205704501410946,-0.0133094975239314
52,3,0.01,1e-07,-0.107750375577844,-0.0965838878610689,-0.0436534231785936,-0.0167730166287715
53,3,0.01,1e-07,-0.101121290247564,-0.100942266426533,-0.0201050980211107,-0.0210982811178974
54,3,0.01,1e-07,-0.108154523218058,-0.0975996081236223,-0.0334542150134643,-0.0179718026991966
55,3,0.01,1e-07,-0.101718433267969,-0.0999208311186707,-0.0238613207887649,-0.0221072852067458
56,3,0.01,1e-07,-0.0973667485093092,-0.105442691297474,-0.0213052247916019,-0.0295669099072473
57,3,0.01,1e-07,-0.10125558426288,-0.102962715269077,-0.0198209434886822,-0.0243453585214458
58,3,0.01,1e-07,-0.0938382017638672,-0.106661278618835,-0.0220784500976785,-0.0189990719604701
59,3,0.01,1e-07,-0.111830073044716,-0.0899880303981518,-0.0265483103192806,-0.00874203474323632
60,3,0.01,1e-07,-0.102151983659709,-0.107563401010708,-0.0126432055375123,-0.0260598190931624
61,3,0.01,1e-07,-0.106040696501365,-0.100026862352795,-0.0199485381354548,-0.0144459052162013
62,3,0.01,1e-07,-0.0934005604946858,-0.123243365487491,-0.0148891209191668,-0.0387339713374917
63,3,0.01,1e-07,-0.101266558058879,-0.100171854281025,-0.0259317450999707,-0.0241113995311956
64,3,0.01,1e-07,-0.109708419252889,-0.0945571389190509,-0.0382079576958047,-0.0172757732156006
65,3,0.01,1e-07,-0.105793721380873,-0.0926016776565314,-0.026046570048689,-0.0137419240523015
66,3,0.01,1e-07,-0.108076773728594,-0.0992108317699084,-0.0268512650139419,-0.0169805642774746
67,3,0.01,1e-07,-0.112308213106059,-0.0945970803950013,-0.0323365826007092,-0.021363078782408
68,3,0.01,1e-07,-0.121081329501809,-0.0910200602358006,-0.0250215208195528,-0.0048099807857139
69,3,0.01,1e-07,-0.0968650510382492,-0.100317698345722,-0.0258393370250846,-0.0187001374329786
70,3,0.01,1e-07,-0.104171642753007,-0.0975912097920658,-0.0188290395859091,-0.0280188188691015
71,3,0.01,1e-07,-0.102079005897486,-0.101319914292059,-0.0238189988340764,-0.00888157987997383
72,3,0.01,1e-07,-0.116175738446634,-0.0932557224507224,-0.0179288958774614,-0.0250755453507656
73,3,0.01,1e-07,-0.0995370501033514,-0.110764172976232,-0.0366809481922088,-0.0308463941095791
74,3,0.01,1e-07,-0.111342717786912,-0.093851652539112,-0.0331767734690226,-0.00824758628379676
75,3,0.01,1e-07,-0.103507264762888,-0.0987479603677146,-0.0267453538566478,-0.0261985915447355
76,3,0.01,1e-07,-0.116769011774307,-0.0906946655980893,-0.0420029087150003,-0.0185755274131175
77,3,0.01,1e-07,-0.103242908104132,-0.106229353786268,-0.00978602521611827,-0.0175913020171824
78,3,0.01,1e-07,-0.110229281201067,-0.0980440243683609,-0.0282858296763606,-0.0259569962660582
79,3,0.01,1e-07,-0.110577019916472,-0.0998936759551255,-0.0265544894746362,-0.0316182843980397
80,3,0.01,1e-07,-0.110822587764448,-0.0869573551675942,-0.0293014167878855,-0.0159133084037192
81,3,0.01,1e-07,-0.0963817431436374,-0.113864329575278,-0.0304985870745445,-0.0311614090236959
82,3,0.01,1e-07,-0.0978513179959486,-0.104001083477555,-0.0154595331461801,-0.029112148323565
83,3,0.01,1e-07,-0.0978119311812289,-0.104700345933225,-0.023122161439119,-0.0226815037748547
84,3,0.01,1e-07,-0.101569094141367,-0.101318379004284,-0.0122581599870617,-0.0141517944473016
85,3,0.01,1e-07,-0.115795589588443,-0.0918513065243659,-0.0434784876505483,-0.018458669739993
86,3,0.01,1e-07,-0.100994323406073,-0.105778222484601,-0.0159068345042821,-0.0218286512039022
87,3,0.01,1e-07,-0.0993766744650421,-0.105071380878503,-0.0141292093942905,-0.0298003160886405
88,3,0.01,1e-07,-0.0941260945035673,-0.108062518133479,-0.0191163620748274,-0.0183624509274974
89,3,0.01,1e-07,-0.109521846558918,-0.099049834301617,-0.0229819675684418,-0.0265924290491123
90,3,0.01,1e-07,-0.0961227200503668,-0.105000245382285,-0.0139364991935423,-0.0252467124345424
91,3,0.01,1e-07,-0.104240440982811,-0.0983653544739596,-0.0314211907002471,-0.0222120382666126
92,3,0.01,1e-07,-0.0923990130292342,-0.113787236377746,-0.0198648718527773,-0.0279919055924039
93,3,0.01,1e-07,-0.105747914500572,-0.103112448686716,-0.0189640907648692,-0.0221717476833169
94,3,0.01,1e-07,-0.102763489746273,-0.100587536674765,-0.0297488092473422,-0.025312573190583
95,3,0.01,1e-07,-0.0956333924172721,-0.107332533758924,-0.0257151764638831,-0.0275483777404681
96,3,0.01,1e-07,-0.11209472941031,-0.092239532726225,-0.031922771633229,-0.0194247398236153
97,3,0.01,1e-07,-0.0979470252389945,-0.102231504997125,-0.0203238356886798,-0.0223480678844335
98,3,0.01,1e-07,-0.108198626074777,-0.0984354123243457,-0.0117993486714013,-0.015517767200171
99,3,0.01,1e-07,-0.106951181802021,-0.0939708846623451,-0.00655551316915707,-0.0177866194622303
100,3,0.01,1e-07,-0.100299161305432,-0.102889824118287,-0.0309159281116433,-0.0325510843956917
1,3,0.0177827941003892,1e-07,-0.110721634006611,-0.0943447269312553,-0.0302039057137721,-0.017085186894608
2,3,0.0177827941003892,1e-07,-0.0953502628044926,-0.105838964964851,-0.0188371393841972,-0.0334045634554417
3,3,0.0177827941003892,1e-07,-0.100719245636597,-0.09838904978972,-0.017791411766323,-0.0158472764563998
4,3,0.0177827941003892,1e-07,-0.106851503695768,-0.098971416296773,-0.0258386008244099,-0.0268114728322646
5,3,0.0177827941003892,1e-07,-0.0991178730558347,-0.110133558199861,-0.0221572820488345,-0.0295427054379173
6,3,0.0177827941003892,1e-07,-0.0930946537263873,-0.109606413165055,-0.0176241884591661,-0.0321720682167078
7,3,0.0177827941003892,1e-07,-0.10812819002128,-0.0951450828785808,-0.0282110327907572,-0.0232180096924544
8,3,0.0177827941003892,1e-07,-0.105852363091175,-0.0974662622252233,-0.0279993386830055,-0.0215741039314908
9,3,0.0177827941003892,1e-07,-0.100387735196949,-0.102673071962364,-0.0306201083114177,-0.0216511852841369
10,3,0.0177827941003892,1e-07,-0.0940779495019664,-0.10792585454291,-0.0163161592550398,-0.0355001141423828
11,3,0.0177827941003892,1e-07,-0.1007928532014,-0.100356290289082,-0.0308679871930582,-0.0105740545332714
12,3,0.0177827941003892,1e-07,-0.101085278161571,-0.102111667795895,-0.0260786944029353,-0.028004444744049
13,3,0.0177827941003892,1e-07,-0.0930894994301553,-0.112263977547393,-0.0233973616351133,-0.0360799745809785
14,3,0.0177827941003892,1e-07,-0.0914090085735496,-0.114204079924426,-0.0238225041854412,-0.0163509007865751
15,3,0.0177827941003892,1e-07,-0.100071709964762,-0.101577100931783,-0.0218903504103424,-0.0375436525824482
16,3,0.0177827941003892,1e-07,-0.104883094285913,-0.106526610253047,-0.0211074274555976,-0.018752171284102
17,3,0.0177827941003892,1e-07,-0.102629531374254,-0.103700229750729,-0.0255755772259379,-0.0211225778604595
18,3,0.0177827941003892,1e-07,-0.0936840977803722,-0.110925887889056,-0.0125203318445611,-0.0246362791210816
19,3,0.0177827941003892,1e-07,-0.111641014904664,-0.0890494688981394,-0.0360540563761565,-0.0044921739238063
20,3,0.0177827941003892,1e-07,-0.116112126385771,-0.103994633126991,-0.018981819445309,-0.0359887164385731
21,3,0.0177827941003892,1e-07,-0.0902156390294903,-0.116879295420184,-0.0182849900203098,-0.0214188545071149
22,3,0.0177827941003892,1e-07,-0.105755600280262,-0.101132528904951,-0.0329643023299563,-0.0103122751195008
23,3,0.0177827941003892,1e-07,-0.109329096173313,-0.0936783978663639,-0.0214252595911405,-0.0220519928980822
24,3,0.0177827941003892,1e-07,-0.121483774839177,-0.0949511942734462,-0.0235640380246621,-0.00891304544413764
25,3,0.0177827941003892,1e-07,-0.109484351733833,-0.0952562630671404,-0.030546989634939,-0.02096971555767
26,3,0.0177827941003892,1e-07,-0.100293135415508,-0.105331775137055,-0.00782635154026896,-0.0303462342725163
27,3,0.0177827941003892,1e-07,-0.104723553704815,-0.104169332399088,-0.0250551206808099,-0.00726794273910338
28,3,0.0177827941003892,1e-07,-0.0969110282224686,-0.109317231948961,-0.0103709856094976,-0.0331250681560445
29,3,0.0177827941003892,1e-07,-0.100539745826637,-0.104130240146026,-0.0369698780415407,-0.0211433766472663
30,3,0.0177827941003892,1e-07,-0.110654297579298,-0.0917605440658463,-0.0326129478065871,-0.0144081900567821
31,3,0.0177827941003892,1e-07,-0.106438942665482,-0.0973100100381476,-0.0234656799819787,-0.0366293070216482
32,3,0.0177827941003892,1e-07,-0.11002358942589,-0.0943230857222436,-0.0174437464639925,-0.0246789024553163
33,3,0.0177827941003892,1e-07,-0.102521063546693,-0.107861035759906,-0.0215912057275337,-0.0301884362936617
34,3,0.0177827941003892,1e-07,-0.0938322593409178,-0.106354224643402,-0.020747814664156,-0.0232542977609942
35,3,0.0177827941003892,1e-07,-0.10503584557628,-0.0995393322611492,-0.0306065561117924,-0.0199002248356883
36,3,0.0177827941003892,1e-07,-0.0925327082120482,-0.109915561882605,-0.0166169981160158,-0.0370906337287321
37,3,0.0177827941003892,1e-07,-0.0876798392080097,-0.117100607466811,-0.0122426992916699,-0.0230314896449421
38,3,0.0177827941003892,1e-07,-0.100281954127259,-0.112110565592229,-0.0173672180789706,-0.0391539165117091
39,3,0.0177827941003892,1e-07,-0.0944595357094613,-0.121145120973755,-0.0122079986669038,-0.0471977564388975
40,3,0.0177827941003892,1e-07,-0.0864913595636628,-0.122503021945424,-0.0170922027068814,-0.0287388022143614
41,3,0.0177827941003892,1e-07,-0.0988151731167741,-0.108175392998764,-0.0303725283369329,-0.026558511591568
42,3,0.0177827941003892,1e-07,-0.121115832361477,-0.0952856003656543,-0.0467074204768513,-0.00559450604948597
43,3,0.0177827941003892,1e-07,-0.113467892058238,-0.0912104462389251,-0.0219693340782545,-0.015486736476597
44,3,0.0177827941003892,1e-07,-0.117198271241957,-0.0913107173627521,-0.0479978227816849,0.00171629393572673
45,3,0.0177827941003892,1e-07,-0.103305382597436,-0.0989208505851678,-0.0246946462234926,-0.0171246565204129
46,3,0.0177827941003892,1e-07,-0.105682829248706,-0.0969308889729955,-0.0298186802112953,-0.0158936301024887
47,3,0.0177827941003892,1e-07,-0.105144684871693,-0.101247169660081,-0.00898468196071227,-0.0278760319649165
48,3,0.0177827941003892,1e-07,-0.0946175291440487,-0.107267191322564,-0.0125646096691332,-0.0235903313711375
49,3,0.0177827941003892,1e-07,-0.107597812832886,-0.0971065052259619,-0.0340022294609662,-0.00133982886343598
50,3,0.0177827941003892,1e-07,-0.105841062952826,-0.0978665348868434,-0.0163089125749052,-0.0225851440798098
51,3,0.0177827941003892,1e-07,-0.102826282403465,-0.0984037421651248,-0.0316595232578221,-0.0120570373831861
52,3,0.0177827941003892,1e-07,-0.107755156675966,-0.096589944419403,-0.0417813318264098,-0.0141640725015404
53,3,0.0177827941003892,1e-07,-0.101114565870167,-0.100934826962885,-0.0249420758552758,-0.0264446268383521
54,3,0.0177827941003892,1e-07,-0.108161064032013,-0.0975986963337441,-0.0231210706744954,-0.0141251099975597
55,3,0.0177827941003892,1e-07,-0.101722391268121,-0.0999201217740583,-0.029848829838545,-0.00944539962035403
56,3,0.0177827941003892,1e-07,-0.0973627585016458,-0.105446653948622,-0.0273952161770658,-0.0370315629941864
57,3,0.0177827941003892,1e-07,-0.101254991643574,-0.10296091788183,-0.0172042635006491,-0.0276928442622647
58,3,0.0177827941003892,1e-07,-0.0938458228796935,-0.106664460237715,-0.019388334527313,-0.0191927843077453
59,3,0.0177827941003892,1e-07,-0.111824715594297,-0.0899855935658662,-0.0262286988100954,-0.00242267984908208
60,3,0.0177827941003892,1e-07,-0.102163037203662,-0.107556354513145,-0.020064821539287,-0.0344259107284305
61,3,0.0177827941003892,1e-07,-0.106044065293736,-0.100027251502956,-0.0196820385918052,-0.00936900788207068
62,3,0.0177827941003892,1e-07,-0.0934034785380841,-0.123246907443897,-0.0162169635252909,-0.0286038997281744
63,3,0.0177827941003892,1e-07,-0.101264505299307,-0.100171315130309,-0.0284433718280817,-0.0191586148363356
64,3,0.0177827941003892,1e-07,-0.109715748041683,-0.0945571651875319,-0.0337725116713954,-0.0144189980029132
65,3,0.0177827941003892,1e-07,-0.105792439402648,-0.0926002340168186,-0.0353609876897214,-0.00992837772421167
66,3,0.0177827941003892,1e-07,-0.108073340715687,-0.0992161294206106,-0.0397326853131959,-0.0295891021265733
67,3,0.0177827941003892,1e-07,-0.112300394959978,-0.0945936879090982,-0.0377898534445882,-0.0153161388704415
68,3,0.0177827941003892,1e-07,-0.121088887573348,-0.0910222792297387,-0.0146734193039336,-0.0181721994588291
69,3,0.0177827941003892,1e-07,-0.0968600619400561,-0.100314352837276,-0.0204450344215211,-0.0263250004156191
70,3,0.0177827941003892,1e-07,-0.104170436656324,-0.0975864048675299,-0.0184571264371086,-0.022621985367676
71,3,0.0177827941003892,1e-07,-0.102083688187939,-0.101323389585603,-0.0282794426737115,-0.0237474711707635
72,3,0.0177827941003892,1e-07,-0.116170505043594,-0.0932508589732274,-0.0121575616690015,-0.0211378883412901
73,3,0.0177827941003892,1e-07,-0.0995329422062394,-0.110767446069776,-0.021572753458143,-0.0360106197512718
74,3,0.0177827941003892,1e-07,-0.111345015438261,-0.0938491359682084,-0.0237337847686832,-0.0195050507575333
75,3,0.0177827941003892,1e-07,-0.103514419190504,-0.0987407018708775,-0.023990225830403,-0.0213813648860426
76,3,0.0177827941003892,1e-07,-0.116777882522229,-0.0906985817588985,-0.0388859653677412,-0.0225085240450051
77,3,0.0177827941003892,1e-07,-0.10323942907799,-0.106230117434751,-0.0230785337569266,-0.0367960052341839
78,3,0.0177827941003892,1e-07,-0.11022832066686,-0.0980432190441236,-0.037003609656855,-0.0170508331691054
79,3,0.0177827941003892,1e-07,-0.110582908160203,-0.0998986966633176,-0.0375917402776639,-0.0273567002322124
80,3,0.0177827941003892,1e-07,-0.11082954296442,-0.0869552033108709,-0.0297286377813811,-0.0105283593213899
81,3,0.0177827941003892,1e-07,-0.0963894284931794,-0.113868156412359,-0.028735466344462,-0.0280227423303903
82,3,0.0177827941003892,1e-07,-0.0978506714593953,-0.104001387270802,-0.0129168082356605,-0.0329376922760788
83,3,0.0177827941003892,1e-07,-0.0978087748951483,-0.104696492220781,-0.0290867988151388,-0.0158432792230557
84,3,0.0177827941003892,1e-07,-0.101564464137974,-0.101323899433419,-0.0344279336747715,-0.00899013162241126
85,3,0.0177827941003892,1e-07,-0.115791536292297,-0.0918475330579034,-0.0329303290811011,-0.011806439560538
86,3,0.0177827941003892,1e-07,-0.101001523003053,-0.105783309674786,-0.0315562752002477,-0.0153586404929213
87,3,0.0177827941003892,1e-07,-0.0993779744460539,-0.105070679966819,-0.0185634750629037,-0.0237951552023195
88,3,0.0177827941003892,1e-07,-0.0941183767692594,-0.108058505867298,-0.0205708487911406,-0.012947810901778
89,3,0.0177827941003892,1e-07,-0.109516967134422,-0.0990449478362773,-0.0222589318545128,-0.017093368065264
90,3,0.0177827941003892,1e-07,-0.0961235937267999,-0.105000359358529,-0.0240028533751604,-0.0255618866127339
91,3,0.0177827941003892,1e-07,-0.104234186954902,-0.0983644746241153,-0.0132963695668918,-0.0297319231618354
92,3,0.0177827941003892,1e-07,-0.0923975760612678,-0.113788376837313,-0.02501298226104,-0.037721921164318
93,3,0.0177827941003892,1e-07,-0.105747955080472,-0.103116638479796,-0.0236541876856993,-0.0258116514172935
94,3,0.0177827941003892,1e-07,-0.102767307963814,-0.100588342697475,-0.0184030966732843,-0.0233380874283751
95,3,0.0177827941003892,1e-07,-0.0956413415284413,-0.107338036011301,-0.0244581318107172,-0.0203755070974846
96,3,0.0177827941003892,1e-07,-0.112096520391333,-0.0922339009107359,-0.0283360982456569,-0.0116459735039213
97,3,0.0177827941003892,1e-07,-0.0979444319350538,-0.102232530038822,-0.0228489191209875,-0.0306478575830221
98,3,0.0177827941003892,1e-07,-0.108196677698012,-0.0984354359072049,-0.0152747535012446,-0.0209576770776683
99,3,0.0177827941003892,1e-07,-0.106951318804392,-0.0939662930405455,-0.0327138128230158,-0.027526987102582
100,3,0.0177827941003892,1e-07,-0.10029897705705,-0.102889619918159,-0.0265342150707614,-0.00846069660220029
1,3,0.0316227766016838,1e-07,-0.1107223355364,-0.0943464574662369,-0.025504308680474,-0.0180818150618139
2,3,0.0316227766016838,1e-07,-0.0953457938712422,-0.105832726742031,-0.0187575860859195,-0.0219541935103581
3,3,0.0316227766016838,1e-07,-0.100727924127112,-0.0983848925059169,-0.0295328695559432,-0.0179105089489448
4,3,0.0316227766016838,1e-07,-0.106855066257292,-0.0989667234356032,-0.0178653274556547,-0.0281976756538139
5,3,0.0316227766016838,1e-07,-0.0991162510824576,-0.110127442021018,-0.0156827860658628,-0.0320758998431976
6,3,0.0316227766016838,1e-07,-0.0930919274461006,-0.109604874008028,-0.0187923005715043,-0.0355030642023326
7,3,0.0316227766016838,1e-07,-0.108120873290657,-0.0951467170003619,-0.0372328648986686,-0.0182373087130247
8,3,0.0316227766016838,1e-07,-0.105854765930241,-0.0974678958147035,-0.015514110145327,-0.0184999795630191
9,3,0.0316227766016838,1e-07,-0.10038980099557,-0.102674896791645,-0.0264386438503378,-0.0324233528858803
10,3,0.0316227766016838,1e-07,-0.0940711641194396,-0.107924390144555,-0.0120482322083037,-0.039659695750875
11,3,0.0316227766016838,1e-07,-0.100791352354366,-0.100360106740695,-0.0308335970161827,-0.0130448614427734
12,3,0.0316227766016838,1e-07,-0.101078505161685,-0.102117219374264,-0.0184400372409391,-0.0244275439126557
13,3,0.0316227766016838,1e-07,-0.0930861923770487,-0.112268410569041,-0.0154057096866362,-0.0259783691126826
14,3,0.0316227766016838,1e-07,-0.0914111205006733,-0.114216008030805,-0.0075968549916305,-0.0234453138087064
15,3,0.0316227766016838,1e-07,-0.100070014329605,-0.101574486784773,-0.0187262532092558,-0.0383263252967088
16,3,0.0316227766016838,1e-07,-0.104876953536627,-0.106525314599161,-0.0213143939103784,-0.0164153104549107
17,3,0.0316227766016838,1e-07,-0.102623618983019,-0.103697706389537,-0.0206549477654785,-0.0211478406893546
18,3,0.0316227766016838,1e-07,-0.0936749510078407,-0.110929686381174,-0.0161119033970799,-0.0184028997152676
19,3,0.0316227766016838,1e-07,-0.111640914479078,-0.0890503315424662,-0.0309649421178306,-0.0206157511278773
20,3,0.0316227766016838,1e-07,-0.116114276634754,-0.103996186737682,-0.0127334994952767,-0.0277369462881389
21,3,0.0316227766016838,1e-07,-0.0902154234166298,-0.116877428940507,-0.017775737151909,-0.0383109453975667
22,3,0.0316227766016838,1e-07,-0.105762971100641,-0.10113229217732,-0.0338195758617855,-0.00697402079906694
23,3,0.0316227766016838,1e-07,-0.109337202106044,-0.0936759528911988,-0.0231912499732546,-0.0247970024431317
24,3,0.0316227766016838,1e-07,-0.121486148950876,-0.0949492792308394,-0.0317015882864282,-0.0106866787016933
25,3,0.0316227766016838,1e-07,-0.109486953294309,-0.0952582039958701,-0.0293374123303592,-0.0208173811862178
26,3,0.0316227766016838,1e-07,-0.100284317492199,-0.105333040589755,-0.00982713514670538,-0.028032187621626
27,3,0.0316227766016838,1e-07,-0.104725125601746,-0.10416854899202,-0.0325726219716821,-0.0230051895555957
28,3,0.0316227766016838,1e-07,-0.0969209217479326,-0.109316565716092,-0.0183470688545712,-0.0330219736759334
29,3,0.0316227766016838,1e-07,-0.100540395848986,-0.104134029923083,-0.0277201477867227,-0.0143710284569841
30,3,0.0316227766016838,1e-07,-0.110642372725805,-0.0917636106553106,-0.0324185943158965,-0.0151127159973872
31,3,0.0316227766016838,1e-07,-0.106437749960291,-0.0973091942891066,-0.0282053288249615,-0.0233465910633664
32,3,0.0316227766016838,1e-07,-0.110018489500469,-0.0943220087919547,-0.0163808987826047,-0.0299100114552974
33,3,0.0316227766016838,1e-07,-0.102509349763551,-0.107860367886733,-0.020961964607309,-0.0326747652805385
34,3,0.0316227766016838,1e-07,-0.0938435329939497,-0.106355413026493,-0.0276808145890046,-0.013484871841321
35,3,0.0316227766016838,1e-07,-0.105037642606841,-0.0995357411159022,-0.0333870554681078,-0.0207227253578879
36,3,0.0316227766016838,1e-07,-0.0925282679996236,-0.109914276038591,-0.0113517999477218,-0.0367346557218608
37,3,0.0316227766016838,1e-07,-0.0876884784362003,-0.117094291095827,-0.018827913816191,-0.0203644510515373
38,3,0.0316227766016838,1e-07,-0.100290220583106,-0.112112962996625,-0.00756901773941422,-0.0410065035277084
39,3,0.0316227766016838,1e-07,-0.0944511428578256,-0.121147032966669,-0.0160156946752207,-0.0533779573898032
40,3,0.0316227766016838,1e-07,-0.0864886241439068,-0.122500548031179,-0.0169447317184544,-0.0275143404554245
41,3,0.0316227766016838,1e-07,-0.0988102293787554,-0.108172646786146,-0.0268177330833147,-0.041221997027027
42,3,0.0316227766016838,1e-07,-0.121122036825531,-0.0952857068331343,-0.0469501815192432,-0.00210891526107082
43,3,0.0316227766016838,1e-07,-0.113459510520072,-0.0912069965274237,-0.0166463257813032,-0.0241340090471934
44,3,0.0316227766016838,1e-07,-0.117200326429132,-0.0913090906468713,-0.0470577146743459,-0.000945718763104705
45,3,0.0316227766016838,1e-07,-0.103303919459888,-0.0989163726419437,-0.018611486702158,-0.0314171748899318
46,3,0.0316227766016838,1e-07,-0.105682328735834,-0.0969385526972971,-0.0340188579944412,-0.0273278552623972
47,3,0.0316227766016838,1e-07,-0.105139984687083,-0.101247429040521,-0.0234598835387298,-0.0247928013964076
48,3,0.0316227766016838,1e-07,-0.0946158198745294,-0.107267272164061,-0.0275922678247604,-0.0163888922172102
49,3,0.0316227766016838,1e-07,-0.107597775647236,-0.0971088362142215,-0.0191994005737731,-0.0108108981436901
50,3,0.0316227766016838,1e-07,-0.105841516890546,-0.0978659174443641,-0.0321462287392361,-0.0248334123169731
51,3,0.0316227766016838,1e-07,-0.102825171441539,-0.0984046264773523,-0.0338219389137279,-0.00754443551352024
52,3,0.0316227766016838,1e-07,-0.107753610308383,-0.0965864744059625,-0.0371036319845184,-0.0087006746999783
53,3,0.0316227766016838,1e-07,-0.101113803765089,-0.100938471252984,-0.0235422192190717,-0.0329944681269112
54,3,0.0316227766016838,1e-07,-0.108148769341585,-0.0975994508768683,-0.0324684872823242,-0.0157354707116137
