"SS.No","Type","gamma","lambda","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
1,3,0.01,1e-07,-0.0874042079515991,-0.0691383152891142,-0.0112604889614015,0.0144676368578726
2,3,0.01,1e-07,-0.070514185227597,-0.0805040871378446,0.00551268136741386,-0.0105113377744816
3,3,0.01,1e-07,-0.0748734466084676,-0.0746196689866045,-0.00431190879309234,-0.00256140179704588
4,3,0.01,1e-07,-0.0819909352081392,-0.0746070699982553,0.016945573136582,0.0050168328318495
5,3,0.01,1e-07,-0.073866638755433,-0.0862212632597848,0.0160924000080013,-0.000634661148023336
6,3,0.01,1e-07,-0.0682717268253832,-0.0857596677858504,0.00113390277993482,-0.00216616426591959
7,3,0.01,1e-07,-0.0831174048114342,-0.0705971194506172,-0.0114201100317578,-0.00254246728345158
8,3,0.01,1e-07,-0.0810785353801825,-0.0706893398818206,0.000694112102121103,0.00618369900020613
9,3,0.01,1e-07,-0.074730174717309,-0.0790518179998131,0.00941237969601333,-0.00453695162624665
10,3,0.01,1e-07,-0.0674064160606571,-0.081666858598555,0.00430117653836234,-0.00593854251834696
11,3,0.01,1e-07,-0.0760447723316751,-0.0770130140825958,-0.00436610945648496,0.00627675777259318
12,3,0.01,1e-07,-0.0757208539395248,-0.0778032239631727,0.0107001000659006,-0.00269046567494174
13,3,0.01,1e-07,-0.0677126599235228,-0.0872927806828327,0.00445644137684189,-0.00336442067630761
14,3,0.01,1e-07,-0.0674623931963135,-0.0882527739780778,0.00446930569932549,0.000117521520339657
15,3,0.01,1e-07,-0.0759443341159573,-0.0790664396473327,0.0119628199005768,-0.00835054772103645
16,3,0.01,1e-07,-0.0792810680134187,-0.0815339115913366,0.00281593614876818,0.00143105575270852
17,3,0.01,1e-07,-0.0783514863920258,-0.078496876885399,0.00992934438895929,0.00978376956236862
18,3,0.01,1e-07,-0.0702347759857726,-0.0846019080082054,0.0162011453225755,-0.00515444168017984
