"SS.No","Type","gamma","lambda","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
16,3,0.0177827941003892,1e-07,-0.0837003687082765,-0.0858222488298804,-0.00915952505008156,-0.00909008225934036
17,3,0.0177827941003892,1e-07,-0.0825135056791802,-0.0827968800769163,-0.00537504830750887,0.00250271500291121
18,3,0.0177827941003892,1e-07,-0.0742288107508811,-0.089139134686028,0.00559230480605359,-0.0150637673800585
19,3,0.0177827941003892,1e-07,-0.0917691707821553,-0.0682901048835754,-0.00957466795078559,0.00110606471390667
20,3,0.0177827941003892,1e-07,-0.0954996107648672,-0.0837385371756244,0.0150244007249257,-0.00912750805047606
21,3,0.0177827941003892,1e-07,-0.0697594812203151,-0.0969664828584516,0.0072249189206638,-0.0163454518714435
22,3,0.0177827941003892,1e-07,-0.085723487884018,-0.0798229411814475,-0.0103644517472848,0.0122921991512734
23,3,0.0177827941003892,1e-07,-0.0894985762211871,-0.072932492919683,0.00757943725697555,-0.00567607141518045
24,3,0.0177827941003892,1e-07,-0.10012663287162,-0.0743833132019486,-0.0163291370975261,0.00211633642967234
25,3,0.0177827941003892,1e-07,-0.0891187458372653,-0.0743950397162082,-0.0171944841834297,0.000874246278329197
26,3,0.0177827941003892,1e-07,-0.0789512394674216,-0.0845166426728691,0.0046191163511478,-0.00699720747321478
27,3,0.0177827941003892,1e-07,-0.0842793342755063,-0.0838834195965225,-0.014578692259404,0.000476409523778062
28,3,0.0177827941003892,1e-07,-0.0751333861446566,-0.0890299048250211,-0.0100654671686757,-0.00571705048093332
29,3,0.0177827941003892,1e-07,-0.0800692847158221,-0.0842453127202291,-0.00806618118251019,0.00160079668514258
30,3,0.0177827941003892,1e-07,-0.0904142043507371,-0.0705201909289183,-0.0060868134175777,-0.00253833164002345
31,3,0.0177827941003892,1e-07,-0.0852810914917028,-0.07802066016303,-0.000572051927129282,-0.00783123499120881
32,3,0.0177827941003892,1e-07,-0.0890906489519702,-0.0746674508570951,-0.00304011637617486,-0.00431823860092664
33,3,0.0177827941003892,1e-07,-0.0823917662751798,-0.0871418602553157,-0.00598859573305185,-0.0127141478769549
34,3,0.0177827941003892,1e-07,-0.0727159547341139,-0.0862602184788304,-0.00415071813623915,-0.00275281973830423
35,3,0.0177827941003892,1e-07,-0.0851656061863676,-0.0785559231731042,0.00306142809883979,-0.00131128404243566
36,3,0.0177827941003892,1e-07,-0.0709608480542038,-0.0889978734863123,-0.00230320034058616,-0.0111178567785964
37,3,0.0177827941003892,1e-07,-0.0665033124800317,-0.0973322703000163,0.00657461595972549,-0.0175413173004318
38,3,0.0177827941003892,1e-07,-0.0805042454667846,-0.0912090469420713,0.00318920529174174,-0.0217001535333747
39,3,0.0177827941003892,1e-07,-0.0732549168892537,-0.100993952197382,0.00424643785426684,-0.0289679695967158
40,3,0.0177827941003892,1e-07,-0.0656275116044519,-0.102170985580793,-0.00395689056971914,-0.00222445457936349
41,3,0.0177827941003892,1e-07,-0.0780834841162616,-0.0879528405225945,-0.00561016185885094,-0.00222412194627376
42,3,0.0177827941003892,1e-07,-0.10140183116232,-0.0737199123424236,-0.0237434443179723,0.0175338644940412
43,3,0.0177827941003892,1e-07,-0.0931320894428394,-0.0706446825004736,0.00920734699342958,0.00492505293671305
44,3,0.0177827941003892,1e-07,-0.0966214201182192,-0.0711360994055056,-0.0220179969198825,0.0107817295408186
45,3,0.0177827941003892,1e-07,-0.0829824849464334,-0.0779005528440921,0.00584532791091374,0.00346985204649544
46,3,0.0177827941003892,1e-07,-0.0837387733285946,-0.0767057072569542,-0.00402864109874605,-0.000465381930618944
47,3,0.0177827941003892,1e-07,-0.0845345853783958,-0.0806146692080238,-0.00261659080242473,-0.000293534668484102
48,3,0.0177827941003892,1e-07,-0.0747779534569345,-0.0868433105859903,0.00683089753338712,-0.000847983883437628
49,3,0.0177827941003892,1e-07,-0.0874067407716907,-0.0767019196077008,-0.0176426109981138,0.000375342931462776
50,3,0.0177827941003892,1e-07,-0.0853813814477381,-0.0775024940559245,-0.0127487199422824,0.000735674046888595
51,3,0.0177827941003892,1e-07,-0.0820784377195428,-0.0770778286877924,-0.0138748266493634,0.00270189955938526
52,3,0.0177827941003892,1e-07,-0.0868320178343189,-0.0766027469985981,-0.00986152376392914,0.000164141269223714
53,3,0.0177827941003892,1e-07,-0.0801860365185051,-0.0807749988585331,-0.00765014282239109,-0.00856818959770223
54,3,0.0177827941003892,1e-07,-0.0887758350140318,-0.0767220309042209,0.015722054892346,0.000743816134348293
55,3,0.0177827941003892,1e-07,-0.0813548827057722,-0.0785190956931221,0.00458546388757816,-0.00560825498853923
56,3,0.0177827941003892,1e-07,-0.075421180350444,-0.0848408366761374,0.00326310264782744,-0.00910942373072472
57,3,0.0177827941003892,1e-07,-0.0809813005068317,-0.0811282954170866,-0.00931373312042596,0.00187540682938983
58,3,0.0177827941003892,1e-07,-0.0734296936557373,-0.085099239241103,-0.00413419518093664,-0.00468187704145335
59,3,0.0177827941003892,1e-07,-0.0904938128485604,-0.0701277199983773,-0.00331288976236987,0.00879948492587559
60,3,0.0177827941003892,1e-07,-0.082312082480126,-0.0869907579325264,0.00161136174387591,-0.0048642490484097
61,3,0.0177827941003892,1e-07,-0.0853931440971403,-0.0799685784414887,-0.00908890048979079,0.00834176026533963
62,3,0.0177827941003892,1e-07,-0.0720780690195691,-0.102772018758222,0.00395410480883046,-0.0224913589194105
63,3,0.0177827941003892,1e-07,-0.0811148974679853,-0.0798054667451803,0.00366488005547717,-0.000532144411003336
64,3,0.0177827941003892,1e-07,-0.0895523805564239,-0.072181619518341,-0.0181213614383584,0.00919978469339038
65,3,0.0177827941003892,1e-07,-0.0860995691568503,-0.0726481937170235,-0.00795947831628933,0.00994855326874656
66,3,0.0177827941003892,1e-07,-0.0878458432859636,-0.0787303516960558,-0.0132074902123062,0.00042064058925552
67,3,0.0177827941003892,1e-07,-0.0918645323830277,-0.0736919218766016,-0.00785537309290542,-0.00505283497360405
68,3,0.0177827941003892,1e-07,-0.101072316632363,-0.069874101702921,0.00518887481446802,0.00237306826002518
69,3,0.0177827941003892,1e-07,-0.0761256513482071,-0.0793397846784317,0.0112530317543232,0.00453291993633836
70,3,0.0177827941003892,1e-07,-0.0834167081070303,-0.0783895588495288,-0.00674091585465449,-0.00911102428021956
71,3,0.0177827941003892,1e-07,-0.0821263980335206,-0.0799356559475994,-0.011722896690894,0.00327363343198222
72,3,0.0177827941003892,1e-07,-0.0953987920422734,-0.071599509612304,-0.00643638571141368,0.00437000516266872
73,3,0.0177827941003892,1e-07,-0.0785265015887407,-0.0901996365294139,-0.00152384477643619,-0.00993492176609106
74,3,0.0177827941003892,1e-07,-0.0872341244137892,-0.0730705311965913,-0.0118797848398258,-0.00199267314641903
75,3,0.0177827941003892,1e-07,-0.0833182534677814,-0.078822610462682,0.00578866401914186,0.000233718312104376
76,3,0.0177827941003892,1e-07,-0.0967889451942724,-0.0697638857817526,-0.0202757762047314,-0.0019573870138725
77,3,0.0177827941003892,1e-07,-0.0825637011603484,-0.0862477472472736,0.0134223304415347,-0.0121862565585912
78,3,0.0177827941003892,1e-07,-0.0908835844408243,-0.0760657635388581,-0.00751441670669468,-0.00428984744553721
79,3,0.0177827941003892,1e-07,-0.0893808583632587,-0.0809429362928672,-0.0105360320692985,-0.00566236884456574
80,3,0.0177827941003892,1e-07,-0.0908109293205511,-0.0657530278283302,-0.00646963202373973,0.00872852341876787
81,3,0.0177827941003892,1e-07,-0.0757124502736731,-0.095089389885508,-0.00565654116777389,-0.0109714760508853
82,3,0.0177827941003892,1e-07,-0.0771309945784678,-0.0825244239153936,-0.000795698758556455,-0.00125498419645653
83,3,0.0177827941003892,1e-07,-0.0776381729763038,-0.0836017249257749,-0.00079383062282935,-0.0151380050977189
84,3,0.0177827941003892,1e-07,-0.0801731689746374,-0.0799637593000028,-0.00973304068127888,0.00990049252294812
85,3,0.0177827941003892,1e-07,-0.0955335083346518,-0.0710801165219539,-0.0115502338731774,0.00188123228248826
86,3,0.0177827941003892,1e-07,-0.0800740932257633,-0.0854061819841552,-0.00462899152000351,-0.00417185803367571
87,3,0.0177827941003892,1e-07,-0.0785901902272226,-0.0836349594617616,0.0016975104989248,-0.00701279583666138
88,3,0.0177827941003892,1e-07,-0.073391173291493,-0.0867784143260568,0.00191305605228084,-0.00569408037390213
89,3,0.0177827941003892,1e-07,-0.0890505415633085,-0.0783186236779288,-0.00113119329934926,-0.00585221581153562
90,3,0.0177827941003892,1e-07,-0.0759155276855517,-0.084393741540906,0.0143887191280895,-0.0131481199934326
91,3,0.0177827941003892,1e-07,-0.0835762560519625,-0.0779580192836389,-0.00139968353146075,-0.00360091253327209
92,3,0.0177827941003892,1e-07,-0.0719849739004398,-0.0929754161849182,-0.00197697046134077,-0.0129341597192611
93,3,0.0177827941003892,1e-07,-0.0851549302541749,-0.0822915142302828,0.0097237007187566,0.00348697593860686
94,3,0.0177827941003892,1e-07,-0.0822479859819797,-0.0799862989764479,0.000925724094711614,-0.00938481000596209
95,3,0.0177827941003892,1e-07,-0.0757287636845533,-0.0867977308171054,-0.00354406904310948,-0.000518989831891307
96,3,0.0177827941003892,1e-07,-0.0925067250033761,-0.0718882105782142,-0.0151671385345532,-0.00269466715243997
97,3,0.0177827941003892,1e-07,-0.077600242556706,-0.082648670472448,0.00418895754726664,-0.0104194099052529
98,3,0.0177827941003892,1e-07,-0.0888088620056241,-0.0776697123912995,-0.00569780049535391,-0.000400684562229539
99,3,0.0177827941003892,1e-07,-0.0862107984551571,-0.0733499236412208,0.00248656150266091,0.000226162474863022
100,3,0.0177827941003892,1e-07,-0.079484084501958,-0.0825244139602958,-0.0143171064068271,-0.00416037438382826
1,3,0.0316227766016838,1e-07,-0.0913062816362632,-0.073313124595397,-0.0107722300522729,0.0113494308921661
2,3,0.0316227766016838,1e-07,-0.0745882776948805,-0.0849250472387391,-0.00148492286373743,-0.0129503576557536
3,3,0.0316227766016838,1e-07,-0.0793036019025036,-0.0786484433477419,-0.00973456506020517,0.00713121036493732
4,3,0.0316227766016838,1e-07,-0.0862339184036265,-0.0788314920206696,0.00244080651711953,-0.000282276605074718
5,3,0.0316227766016838,1e-07,-0.0782308240422838,-0.0903821285456534,0.0108093317325955,-0.000400850871244781
6,3,0.0316227766016838,1e-07,-0.0724808648109677,-0.0898182684817463,-0.00201666137206284,-0.0183348278650375
7,3,0.0316227766016838,1e-07,-0.0875759085844419,-0.0745560244655862,-0.0106832505761314,0.0061163134573052
8,3,0.0316227766016838,1e-07,-0.0851483785632764,-0.0751139579769273,-0.00117398011183798,0.00165794298579241
9,3,0.0316227766016838,1e-07,-0.0790845705870608,-0.0827860486134983,-0.00287331717697115,-0.010145902249489
10,3,0.0316227766016838,1e-07,-0.0719500731513747,-0.0861618774291726,0.00506960568211345,-0.00814710500035166
11,3,0.0316227766016838,1e-07,-0.080284297516959,-0.0810537856922079,-0.00219646486023641,-0.00264025996906454
12,3,0.0316227766016838,1e-07,-0.0800959719239328,-0.0819101049048124,0.0105716231361508,-0.0108323476467512
13,3,0.0316227766016838,1e-07,-0.0720609454389453,-0.0915940046641405,-0.00737445093457041,-0.00981173090113158
14,3,0.0316227766016838,1e-07,-0.0714734402749693,-0.0926975053849365,0.00315210316515978,-0.00408838186475012
15,3,0.0316227766016838,1e-07,-0.0800626361548587,-0.0828923131502409,-0.011904154055656,-0.0173591956018629
16,3,0.0316227766016838,1e-07,-0.0836993911773454,-0.0858178562433803,-0.0150463143523273,-0.004621464678397
17,3,0.0316227766016838,1e-07,-0.0825101613727753,-0.0828000150862415,-0.0107672251724573,0.00494741371146895
18,3,0.0316227766016838,1e-07,-0.0742245976013845,-0.0891393521489168,0.00518357647836537,-0.00860187385047751
19,3,0.0316227766016838,1e-07,-0.0917717085966128,-0.0682938451400129,-0.00823093101789562,0.00425286213005659
20,3,0.0316227766016838,1e-07,-0.0955078199174869,-0.0837422923004599,0.0209840246234979,-0.00661128286606098
21,3,0.0316227766016838,1e-07,-0.0697628194097728,-0.0969597313341994,0.00571264821116847,-0.0124341759250846
22,3,0.0316227766016838,1e-07,-0.0857190362316473,-0.0798198788882875,-0.0147574751900832,0.0175660402026928
23,3,0.0316227766016838,1e-07,-0.0894999331981584,-0.0729273477100871,0.00875463173432443,-0.00420816341727504
24,3,0.0316227766016838,1e-07,-0.100140756144877,-0.0743833240526067,-0.0116186876407659,-0.00561968654984859
25,3,0.0316227766016838,1e-07,-0.0891232989426532,-0.0744005882945308,-0.0109993350562781,-0.00737266523365555
26,3,0.0316227766016838,1e-07,-0.0789445402520562,-0.0845125900467375,0.0089756491177706,-0.013488954701717
27,3,0.0316227766016838,1e-07,-0.0842856337896379,-0.0838894132272943,-0.0191436078117429,0.00347284428130867
28,3,0.0316227766016838,1e-07,-0.075127610917228,-0.0890350482897489,0.00870055165924098,-0.012445383088065
29,3,0.0316227766016838,1e-07,-0.0800658447858338,-0.0842464157066642,-0.0184986131290991,-0.00497201276977535
30,3,0.0316227766016838,1e-07,-0.0904191082921172,-0.0705173374867849,-0.0025628373450223,-0.00713737612556427
31,3,0.0316227766016838,1e-07,-0.0852805313610424,-0.0780195949236929,-0.000567513441832574,-0.00424559991705014
32,3,0.0316227766016838,1e-07,-0.0890794018687026,-0.074672577858332,-0.000970764601939324,-0.00356227324609785
33,3,0.0316227766016838,1e-07,-0.082388115539208,-0.0871361145298633,-0.000146733766050527,-0.00260725615074672
34,3,0.0316227766016838,1e-07,-0.0727150439667977,-0.086261993370574,0.000505149448324937,-0.00380778098528415
35,3,0.0316227766016838,1e-07,-0.0851614375538906,-0.0785643084101783,-0.00271909816082209,0.00269223394340318
36,3,0.0316227766016838,1e-07,-0.0709619812436731,-0.0889944437442219,0.00212821808283516,-0.0036606934347843
37,3,0.0316227766016838,1e-07,-0.0665055030665264,-0.0973350907174173,0.00967879702754045,-0.0168141378554665
38,3,0.0316227766016838,1e-07,-0.0805137098146912,-0.0912153049746707,0.00633986906071124,-0.0126363621795428
39,3,0.0316227766016838,1e-07,-0.0732587129214965,-0.101001196220784,0.0060458100474913,-0.0247195106088502
40,3,0.0316227766016838,1e-07,-0.0656250919796549,-0.102172069268374,-0.00640897901278362,-0.0119660738256241
41,3,0.0316227766016838,1e-07,-0.0780917343938437,-0.0879525056615137,-0.0155152552507232,-0.00964117527152807
42,3,0.0316227766016838,1e-07,-0.101392604876334,-0.0737224042800068,-0.0340105674890965,0.00689191956051013
43,3,0.0316227766016838,1e-07,-0.0931562391827113,-0.0706438758158368,0.00608624575220401,-0.00250968317319533
44,3,0.0316227766016838,1e-07,-0.0966152564436746,-0.071131970289708,-0.0267679881225846,0.0180981880925066
45,3,0.0316227766016838,1e-07,-0.0829837863249866,-0.0778942708770717,0.0014369792661917,0.00617088223523124
46,3,0.0316227766016838,1e-07,-0.0837351736829779,-0.0767104002232573,-0.0177998563386834,0.00711514719901686
47,3,0.0316227766016838,1e-07,-0.0845361946130228,-0.0806191332494255,-0.00389671955144923,-0.0024318694229836
48,3,0.0316227766016838,1e-07,-0.0747794308900879,-0.0868381999172015,0.00694484297623321,-0.000231922223260251
49,3,0.0316227766016838,1e-07,-0.087403288421174,-0.0767042341477916,-0.00307206053037644,0.00879965037044785
50,3,0.0316227766016838,1e-07,-0.0853766640290548,-0.0775033733678539,-0.000740698940007568,0.00210793289164739
51,3,0.0316227766016838,1e-07,-0.0820752255403967,-0.0770798816508018,-0.00440339746711909,0.000863949791381319
