"SS.No","Type","gamma","lambda","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
1,3,0.01,1e-07,-0.0837398625524122,-0.065391321618823,0.000751485130417867,0.0204839342323685
2,3,0.01,1e-07,-0.0667322175685644,-0.0764389250156233,0.00680843559722575,0.00124121895322275
3,3,0.01,1e-07,-0.0708618852518567,-0.0709128077466689,0.00134020133983492,0.015258265337272
4,3,0.01,1e-07,-0.0781351248066414,-0.0708159287754537,0.00880409722603813,0.00743412421677554
5,3,0.01,1e-07,-0.0699897504669507,-0.0823528967112077,0.00741770968176586,-0.0033585606329993
6,3,0.01,1e-07,-0.0643917233244398,-0.0820112745586198,0.0154630033550078,-0.00427753941426479
7,3,0.01,1e-07,-0.0790906241121043,-0.0670694373670979,0.000332003976568635,0.00926360661034875
8,3,0.01,1e-07,-0.0773222099586991,-0.0664575072487587,0.00129562338935665,0.000999715975713022
9,3,0.01,1e-07,-0.0706341209576216,-0.0754157274138678,0.00434753760574601,0.00566786067458979
10,3,0.01,1e-07,-0.0633044723915761,-0.0775063201774372,0.0116467018494368,-0.00030785525755849
11,3,0.01,1e-07,-0.072219543307759,-0.0734403382488254,-0.000367893075735312,0.0172370697397666
12,3,0.01,1e-07,-0.0715218119175219,-0.0741036990127875,0.0181189074893024,0.00261214637543205
13,3,0.01,1e-07,-0.0637238271986258,-0.0833170290831772,0.0143238686714105,0.0036315472674331
14,3,0.01,1e-07,-0.063723299246525,-0.0842470088702214,0.0100865996682616,0.0022855276877675
15,3,0.01,1e-07,-0.0720577559119323,-0.075426380307103,0.00981135195104095,-0.00776088950931061
16,3,0.01,1e-07,-0.0751432098917337,-0.0774907013520444,-0.0057340608356263,0.00892762163934642
17,3,0.01,1e-07,-0.0746762526346649,-0.0745629125241806,0.00441438115875292,0.0111467816118437
18,3,0.01,1e-07,-0.0664028394047469,-0.0805108611595524,0.0147645138676473,0.0114839611487708
19,3,0.01,1e-07,-0.0842330837025697,-0.0603127065891489,0.0046345994657949,0.0151790232343543
20,3,0.01,1e-07,-0.0873649783402506,-0.0755456616640306,-0.00198654983364892,-0.00209390086983723
21,3,0.01,1e-07,-0.0617171611167215,-0.0889756293616546,0.00966061494681517,-0.0105273014600734
22,3,0.01,1e-07,-0.0776534254786492,-0.0715527974765965,0.00130590849741304,0.0105065609581715
23,3,0.01,1e-07,-0.0814201890226134,-0.0649871820200136,0.0161104388797092,0.0130600260885816
24,3,0.01,1e-07,-0.091796535912255,-0.0663642605056333,0.00116963474464803,0.0241456499160769
25,3,0.01,1e-07,-0.0811332756840309,-0.066001268112832,-0.00574760513949238,0.0129383347656624
26,3,0.01,1e-07,-0.0706951269800813,-0.0760212909458674,0.0124002302415187,0.00707805644999159
27,3,0.01,1e-07,-0.0761268524670818,-0.0759312822340779,-0.00322356280147402,0.0155567607141457
28,3,0.01,1e-07,-0.0665465669355688,-0.081076911569056,0.00525364630606985,0.00550196773608019
29,3,0.01,1e-07,-0.0719981046698134,-0.0760052491919929,-0.00455995960412711,0.00700038096153693
30,3,0.01,1e-07,-0.0823197130621354,-0.0622941913080746,0.0103403630431906,0.0142822967936812
31,3,0.01,1e-07,-0.0769152069340763,-0.0706944966986871,0.0020208971452839,-0.00410501471473778
32,3,0.01,1e-07,-0.0809064285082295,-0.0666631530076395,0.0135594022218984,0.0096078826174084
33,3,0.01,1e-07,-0.0743922747054507,-0.0790202415668201,0.00027980913186428,8.48755972112031e-05
34,3,0.01,1e-07,-0.0645016128104634,-0.0787537510971742,0.0117954504089071,-0.00129101898606905
35,3,0.01,1e-07,-0.0773588909843861,-0.0703140604440676,0.00511596092860123,0.0142782810642021
36,3,0.01,1e-07,-0.0625265071441076,-0.0808114308518805,0.00353875789737546,-0.00380920660442564
37,3,0.01,1e-07,-0.0583895957172781,-0.089434306168685,0.015027073277475,0.0034319922510734
38,3,0.01,1e-07,-0.0722840138918515,-0.0832430512853832,0.0137770630371443,-0.0123838924533084
39,3,0.01,1e-07,-0.0652103543207451,-0.0929469561532742,0.019773472900389,-0.0143894726654569
40,3,0.01,1e-07,-0.0575633937155096,-0.0939772380167309,0.0122465348360937,0.00867361225891242
41,3,0.01,1e-07,-0.069982318481696,-0.0801731381505634,-0.000539694803617635,-0.00440294804917556
42,3,0.01,1e-07,-0.0935505158056598,-0.065315729725675,-0.0176492557808594,0.015128834865069
43,3,0.01,1e-07,-0.0853171330943282,-0.0627264494385469,0.0265148713241365,0.0121383050016918
44,3,0.01,1e-07,-0.0885085751064039,-0.0631518455019499,-0.0134774098160883,0.0144921385828975
45,3,0.01,1e-07,-0.0753006015586181,-0.0695875313695233,0.0127117681470187,-0.00228192225908349
46,3,0.01,1e-07,-0.0752472747100487,-0.0687690816351998,-0.00241674627537737,0.014253075351614
47,3,0.01,1e-07,-0.0763356956358028,-0.0723027474921446,0.0223363313422809,0.0092261476852401
48,3,0.01,1e-07,-0.0674069606710229,-0.0784798095823896,0.0197690749483422,0.00348165977375297
49,3,0.01,1e-07,-0.0794019632780894,-0.0686817270635212,0.00235751346156077,0.0236947435513502
50,3,0.01,1e-07,-0.0774570327160298,-0.0696046266279028,-2.25181785103578e-05,0.0109093564761771
51,3,0.01,1e-07,-0.0743287732690744,-0.0686366901255622,-0.00226548257903486,0.00694046017360335
52,3,0.01,1e-07,-0.0784839112603915,-0.0686472814314366,-0.0156583373749265,0.0248246346815561
53,3,0.01,1e-07,-0.0719354318176763,-0.0729822919219977,0.0151182018101478,0.0112121066202101
54,3,0.01,1e-07,-0.0812501759297735,-0.0685537018015543,0.0112764480893657,0.0192541525713075
55,3,0.01,1e-07,-0.0736909823479044,-0.0697836086385566,0.013543701105133,0.00936342368213859
56,3,0.01,1e-07,-0.0666694635110493,-0.0768959941667479,0.00506233574368761,-0.00344798729189422
57,3,0.01,1e-07,-0.072804454748157,-0.0724695198517847,0.00419563147316078,0.00433481273352752
58,3,0.01,1e-07,-0.0654434766399794,-0.0765040577378052,0.00689969829691243,0.00739588691641568
59,3,0.01,1e-07,-0.082021732369565,-0.0625752690447651,0.0116370489429606,0.0193216452726201
60,3,0.01,1e-07,-0.0745668858385845,-0.0788889063678598,0.00605411401043276,0.000855257330266107
61,3,0.01,1e-07,-0.0773239851784664,-0.0715227228600613,0.00395004505134239,0.0195970525597208
62,3,0.01,1e-07,-0.0638717749534023,-0.0947217464762458,0.0144373096382902,-0.00973921041142663
63,3,0.01,1e-07,-0.0727018714383988,-0.072127076227953,0.0129909655420009,0.0131593777356516
64,3,0.01,1e-07,-0.0819277193915692,-0.0632330841041824,-0.00667519710348289,0.0146182245792468
65,3,0.01,1e-07,-0.0780560976891199,-0.0648463801745928,0.00649066223225175,0.0188794191482946
66,3,0.01,1e-07,-0.0797329185741625,-0.0705331583238519,-0.00332875834149151,0.00631726498490379
67,3,0.01,1e-07,-0.083795637623298,-0.0656287332886037,0.0129813675506556,0.00905147147499834
68,3,0.01,1e-07,-0.0930356451006909,-0.0616511893462778,0.0193666527375615,0.0205407817000402
69,3,0.01,1e-07,-0.068206764782391,-0.0710622821395512,0.0126678260651493,0.00593687315802237
70,3,0.01,1e-07,-0.0752907374653945,-0.0710629830497178,0.00562481150199669,0.00295116508745371
71,3,0.01,1e-07,-0.0743305847975124,-0.0714513948840794,0.00201822748766085,0.00539399125138341
72,3,0.01,1e-07,-0.0871127998883924,-0.0631265931544817,0.0138741528096549,0.0120927280842688
73,3,0.01,1e-07,-0.0704241556784067,-0.0820792684669659,0.000596119964014436,-0.00546049304121769
74,3,0.01,1e-07,-0.0779601404873249,-0.0649990534988387,0.00528221141929423,0.00869712560830447
75,3,0.01,1e-07,-0.0752537837417046,-0.0709895147211363,0.0041298121827989,0.00900425632685738
76,3,0.01,1e-07,-0.0886324767731971,-0.061716052497511,-0.00203830779392514,0.00737287414273208
77,3,0.01,1e-07,-0.0746741116035895,-0.0783928986292738,0.0199682326610209,0.00438112833583724
78,3,0.01,1e-07,-0.0833167601680998,-0.0674193033798221,0.0158415014000746,0.0103248290865249
79,3,0.01,1e-07,-0.0809287250443662,-0.0735072245832774,0.0132588201182255,0.00802201765635082
80,3,0.01,1e-07,-0.0832533899015864,-0.0576745822039081,-0.00573513039536989,0.0176948365272784
81,3,0.01,1e-07,-0.0678818877571269,-0.0876005026627012,8.61402853545769e-05,-0.00453173220960558
82,3,0.01,1e-07,-0.0688563505676393,-0.0740982781077849,0.00850271503778306,0.00871614110098936
83,3,0.01,1e-07,-0.0697221091095596,-0.0747522180027168,0.00161291758889846,0.00559428199754167
84,3,0.01,1e-07,-0.0716215077059075,-0.0715071446339943,0.00123728285520683,0.0169543752646092
85,3,0.01,1e-07,-0.0875232934369383,-0.0628017849978528,-0.0113777580759315,0.0139969953580706
86,3,0.01,1e-07,-0.0723415551057751,-0.0774312831794507,-0.00237055843267251,-0.000771294687483602
87,3,0.01,1e-07,-0.0702584900792531,-0.0756066642611298,0.0061292687056585,0.00532290241706285
88,3,0.01,1e-07,-0.0653349739671101,-0.0786259678674144,0.00307908650608535,0.00306725535260347
89,3,0.01,1e-07,-0.0809532907248466,-0.0703290974513527,0.00411001925624106,0.00136829084240509
