"SS.No","Type","gamma","lambda","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
1,3,0.01,1e-07,-0.0773782490780565,-0.0586739828002568,0.00277101576288263,0.0223205269751951
2,3,0.01,1e-07,-0.0601591360508657,-0.0691965075802366,0.0226510570398145,0.0116920662921902
3,3,0.01,1e-07,-0.0636587478435334,-0.0642150147689944,0.0062015554873878,0.0185948550445965
4,3,0.01,1e-07,-0.0713783279288528,-0.0641517932158257,0.0180089618417182,0.0125078662722664
5,3,0.01,1e-07,-0.0631884757838887,-0.075390649614937,0.0307830395774096,-0.000191019249181541
6,3,0.01,1e-07,-0.0575465973147067,-0.0753460009245575,0.0226761337436497,-0.00464455891373404
7,3,0.01,1e-07,-0.0716740815162581,-0.060755435069693,0.00965727860228801,0.0086542922320279
8,3,0.01,1e-07,-0.0707334431818979,-0.0590803194583343,0.0140697473161104,0.0152149470331862
9,3,0.01,1e-07,-0.0637682833335953,-0.0690153654409945,0.0241702138099534,0.00787999715910022
10,3,0.01,1e-07,-0.0560277497732215,-0.0702240831176599,0.0122710431724938,0.00549149548058486
11,3,0.01,1e-07,-0.0652872854168289,-0.0671057526857308,0.0135682318653663,0.0305350182408836
12,3,0.01,1e-07,-0.06395698126897,-0.0676823810704842,0.0248303375645076,0.0231024760645391
13,3,0.01,1e-07,-0.0567337633713387,-0.0761468238370723,0.0290204555865035,0.00578339772619516
14,3,0.01,1e-07,-0.0572226256028093,-0.0770459414720892,0.0167471005197462,0.0133603128775098
15,3,0.01,1e-07,-0.0651924937260542,-0.0689944861127759,0.0247167332576054,-0.0023996012423824
16,3,0.01,1e-07,-0.0680091530460919,-0.0700091258250673,0.0106674519568721,0.0268963979808929
17,3,0.01,1e-07,-0.0678906189697161,-0.0677131162495194,0.0137479572581409,0.00601294598664891
18,3,0.01,1e-07,-0.059632557993026,-0.0731723785728013,0.0224739643651524,0.0176005621410578
19,3,0.01,1e-07,-0.0778754719661347,-0.0533852883976745,0.00974626190163317,0.0168003531795933
20,3,0.01,1e-07,-0.0804977710400099,-0.0686263469354576,0.0178720421337498,0.00682703062883871
21,3,0.01,1e-07,-0.0548189777263476,-0.0820148945739873,0.0181490030928817,0.00882738494214358
22,3,0.01,1e-07,-0.0705835559111417,-0.0647599635647561,0.0121440920656842,0.014402065835433
23,3,0.01,1e-07,-0.0745107360295472,-0.0587374863485623,0.0184632537732942,0.0226647627945532
24,3,0.01,1e-07,-0.0845836718348198,-0.0596032791674476,0.011987135563187,0.0285770658243686
25,3,0.01,1e-07,-0.0742808369616191,-0.0589256695362721,0.0106324708763812,0.0202989058939096
26,3,0.01,1e-07,-0.0639064781958066,-0.0686025343597703,0.0181247117776351,0.0142459871550423
27,3,0.01,1e-07,-0.0690895468651515,-0.0692665129900882,0.0107036410163235,0.0205351531178349
28,3,0.01,1e-07,-0.0593134527129849,-0.0745222307021717,0.0153521733735887,0.0102627467438257
29,3,0.01,1e-07,-0.0652148846925433,-0.0691318381078775,0.0130024319552052,0.0287232771038003
30,3,0.01,1e-07,-0.0754879224591971,-0.0553225124817404,0.00649068245296191,0.0164629851494618
31,3,0.01,1e-07,-0.0698213772435112,-0.0643688779218409,0.0190321989247298,0.0142085455705035
32,3,0.01,1e-07,-0.0740845437059081,-0.0598128249344731,0.0334635155033949,0.0197104358902192
33,3,0.01,1e-07,-0.0676028512555992,-0.0723924217394604,0.0180178002623782,0.0152641112761197
34,3,0.01,1e-07,-0.0575583719413032,-0.0722141725664849,0.0233967655893151,0.00982212334037928
35,3,0.01,1e-07,-0.0705320846539963,-0.0632567904271616,0.0137931887306225,0.0252555321759901
36,3,0.01,1e-07,-0.0554762546859361,-0.0737938289342017,0.0083675989228311,0.00697986026611566
37,3,0.01,1e-07,-0.0515060377204436,-0.0827070382190605,0.0265398406139443,0.00639226253857494
38,3,0.01,1e-07,-0.0652596095294285,-0.0767286914464162,0.0261726351912307,0.00606339004383917
39,3,0.01,1e-07,-0.0583511872671655,-0.0860885774773334,0.0316031861203574,-0.00667217502930175
40,3,0.01,1e-07,-0.0509029467797884,-0.0869191166734141,0.0158670347752676,0.00524088548487942
41,3,0.01,1e-07,-0.0631914196296059,-0.0733960592006117,0.0066256607762811,0.00946819656142327
42,3,0.01,1e-07,-0.0869184248271954,-0.0580104338147056,-0.00764896154420542,0.0266877253892375
43,3,0.01,1e-07,-0.0786505184132121,-0.0560542260617496,0.0245518289540963,0.0150738214498932
44,3,0.01,1e-07,-0.0815724543030735,-0.0562095952916036,-0.00626090074385327,0.0321839058037048
45,3,0.01,1e-07,-0.0687167656500652,-0.062412042281986,0.00991074136414141,0.0108555293794946
46,3,0.01,1e-07,-0.0678413371988807,-0.0621570186396017,0.010219590071686,0.0211103035094667
47,3,0.01,1e-07,-0.0691143262884893,-0.0654810491911363,0.0179869882236245,0.0228668450526121
48,3,0.01,1e-07,-0.0610760808378288,-0.0713791151619624,0.0208404514080894,0.0198745458523546
49,3,0.01,1e-07,-0.072621413652931,-0.0618783514378748,0.0112267685027967,0.0256200568407609
50,3,0.01,1e-07,-0.0705681039872373,-0.0628600719995252,0.0184259666012174,0.0222694424328641
51,3,0.01,1e-07,-0.0676365854067447,-0.0615285271033518,0.00582388236595832,0.0201207568655098
52,3,0.01,1e-07,-0.071374273091391,-0.0620234211059503,0.00228113983358431,0.0293726495617836
53,3,0.01,1e-07,-0.064813807888412,-0.0663297521778875,0.0119758765720321,0.0162765139295739
54,3,0.01,1e-07,-0.0748290670317786,-0.0616652842334494,0.0141642220848415,0.0193704980424004
55,3,0.01,1e-07,-0.0671815927539071,-0.0624542390936325,0.0191430121624427,0.0151082559433685
56,3,0.01,1e-07,-0.0592574482242185,-0.0703641964022897,0.0207328327006039,0.0144625597107302
57,3,0.01,1e-07,-0.0659236950261458,-0.0649670987212042,0.0112073923495254,0.0100944792176914
58,3,0.01,1e-07,-0.0587746420012656,-0.0693816884427109,0.0136658817342002,0.0180648161600535
59,3,0.01,1e-07,-0.0748245763566985,-0.0562470265354302,0.0289373325111243,0.0170107200434644
60,3,0.01,1e-07,-0.0679094356413874,-0.0721606930545815,0.0287171493068166,0.00698983868273393
61,3,0.01,1e-07,-0.0705095975247626,-0.0644143218938341,0.0174396390644092,0.0291274122960699
62,3,0.01,1e-07,-0.0568766783208333,-0.0882290730356054,0.0243424920658805,0.0148470713803977
63,3,0.01,1e-07,-0.0655196114428715,-0.065789552970627,0.0146908941523691,0.0273766992442014
64,3,0.01,1e-07,-0.075477708952296,-0.0556437314182721,0.0174222979602571,0.0186743271268304
65,3,0.01,1e-07,-0.0711183766296209,-0.0584958153860744,0.0133286868668944,0.0191057432588809
66,3,0.01,1e-07,-0.0730197647371549,-0.0635594881025798,0.012693028128645,0.0306656163757269
67,3,0.01,1e-07,-0.0770698347683928,-0.0588493635948629,0.0118515137728061,0.0128368758911177
68,3,0.01,1e-07,-0.0862256136727519,-0.0547860933453231,0.0115208216908319,0.0255685125266439
69,3,0.01,1e-07,-0.0616513971290711,-0.063842108029143,0.0218204200082533,0.0193538079140084
70,3,0.01,1e-07,-0.0683517776432385,-0.0647277257830867,0.00761860749376099,0.0118336359870828
71,3,0.01,1e-07,-0.0677948586044583,-0.0642217646259753,0.00618379744889505,0.0344474066477917
72,3,0.01,1e-07,-0.0798664435810483,-0.0563332082320573,0.0227859767941228,0.0175118358011208
73,3,0.01,1e-07,-0.0636394124332065,-0.0750562664209434,0.00545635178993273,0.00869096743600319
74,3,0.01,1e-07,-0.0702207650066747,-0.0581440790167713,0.0136555670207466,0.0185424176281114
75,3,0.01,1e-07,-0.068526199199127,-0.0642292215937753,0.0146899125963821,0.0154031571539988
76,3,0.01,1e-07,-0.08162084293804,-0.0551527207900461,0.0191184485122639,0.020216046362838
77,3,0.01,1e-07,-0.0677581421234134,-0.0717884334928613,0.034094598026802,0.00868596106873149
78,3,0.01,1e-07,-0.0769447277302061,-0.0601128015447136,0.0115046270901265,0.0207669804073081
79,3,0.01,1e-07,-0.0737100095881187,-0.0673051320322611,0.0144383665490402,-0.000862585872947771
