"SS.No","Type","gamma","lambda","Train1.Adj","Train2.Adj","Test1.Adj","Test2.Adj"
44,3,0.01,1e-07,-0.106101462845118,-0.0804209655285212,-0.0336822454112092,0.0171130845969552
45,3,0.01,1e-07,-0.0922323721113531,-0.0876193059820661,-0.018099897909556,-0.01305603749945
46,3,0.01,1e-07,-0.0937010231636653,-0.0860262080280365,-0.0209099374826892,-0.0195584429543221
47,3,0.01,1e-07,-0.0941500861470349,-0.0900399074749824,-0.00347593505824288,-0.0199151798882603
48,3,0.01,1e-07,-0.083637408617625,-0.096455951978487,-0.00813799321511051,-0.000194965746718753
49,3,0.01,1e-07,-0.0967150054050226,-0.0861331225992905,-0.0196853981551542,-0.0069786216377281
50,3,0.01,1e-07,-0.094724000788169,-0.0868832655743775,-0.00996505397882807,-0.0122187813280432
51,3,0.01,1e-07,-0.0915017390490431,-0.0869562461858233,-0.0204219712588328,-0.0185268502885594
52,3,0.01,1e-07,-0.0965613477119317,-0.0859177146948458,-0.016101967129214,0.00163448817186447
53,3,0.01,1e-07,-0.0897152316666394,-0.0900506854824522,-0.00759914237980313,-0.0144773851188733
54,3,0.01,1e-07,-0.0977261174773302,-0.0863916286001942,-0.0157491568883374,-0.00440939167253598
55,3,0.01,1e-07,-0.0905449865926163,-0.0884355054097248,-0.0111393985927972,-0.0105159218021124
56,3,0.01,1e-07,-0.0856953508802762,-0.0943786886338548,-0.00851114469637176,-0.0209986602510925
57,3,0.01,1e-07,-0.0905224410652816,-0.0913025010949086,-0.00491213188647416,-0.0185118639066056
58,3,0.01,1e-07,-0.0827066021103684,-0.0950411870643983,-0.00744895428646689,-0.0261342485848842
59,3,0.01,1e-07,-0.100391592392084,-0.0792759366356033,-0.0209046497381127,-0.00557501138526879
60,3,0.01,1e-07,-0.0913804947992275,-0.0963701721673313,-0.00469448177622046,-0.0295588720047663
61,3,0.01,1e-07,-0.0947776831768081,-0.0893660051983588,-0.000683673431194703,-0.000731280920174825
62,3,0.01,1e-07,-0.0818661831357226,-0.112241151170154,-0.0121358050958855,-0.023802217111183
63,3,0.01,1e-07,-0.0903843743777233,-0.0891901762868633,-0.0159868307802574,-0.00870655132813918
64,3,0.01,1e-07,-0.0987130736639819,-0.082610215032268,-0.00649451132433638,-0.00504936277523627
65,3,0.01,1e-07,-0.095042718914628,-0.0818301707396809,-0.0113523529881413,-0.010600979871986
66,3,0.01,1e-07,-0.0970985958164303,-0.088321414761093,-0.0220990797746516,-0.0124174776678669
67,3,0.01,1e-07,-0.101298042775762,-0.0833197265405153,-0.0243061056697017,-0.00720126136450755
68,3,0.01,1e-07,-0.110501370565368,-0.0797638673550211,-0.0129780760905298,-0.0100769649370889
69,3,0.01,1e-07,-0.0856042385207718,-0.0892106467028893,-0.00790614960354017,-0.0122495912291356
70,3,0.01,1e-07,-0.0929326028362406,-0.0871438505021443,-0.00561138227965058,-0.0112882198227433
71,3,0.01,1e-07,-0.0912250411195796,-0.0898645070913266,-0.0297507647680078,-0.0129547027354869
72,3,0.01,1e-07,-0.105105973093291,-0.0815336404610716,-0.00520048641894235,0.00142858236430438
73,3,0.01,1e-07,-0.0881351976470983,-0.0998679348802411,-0.00868268208840921,-0.0101527768935392
74,3,0.01,1e-07,-0.0985659448160301,-0.0825844788550383,-0.014688998385202,-0.00817395824834393
75,3,0.01,1e-07,-0.0926164448256098,-0.0880187040600521,-0.0183104675947858,-0.0110955642136767
76,3,0.01,1e-07,-0.106154789308108,-0.0792630411703787,-0.0196582722239525,-0.000835287391463396
77,3,0.01,1e-07,-0.09214558344705,-0.0954883607297991,-0.00331215759535424,-0.0155617073586847
78,3,0.01,1e-07,-0.0997991176921113,-0.0864190503959554,-0.0163662214649542,-0.0159519875552833
79,3,0.01,1e-07,-0.0992194816336848,-0.0897667906848915,-0.0200837190040903,-0.0226434953765317
80,3,0.01,1e-07,-0.100014185259877,-0.0754416271776578,-0.0185930881289246,0.00241378118140381
81,3,0.01,1e-07,-0.0849719557416628,-0.103767863592417,-0.0136136923971692,-0.0277820021371849
82,3,0.01,1e-07,-0.0865878895469242,-0.0925365607778908,-0.010354606706434,-0.00683118223744105
83,3,0.01,1e-07,-0.0867872844374107,-0.0935864316278756,-0.0141823240942075,-0.0050800880903352
84,3,0.01,1e-07,-0.0900093493807397,-0.0898813735647461,-0.00665260308682128,0.0034573209746015
85,3,0.01,1e-07,-0.104764900122755,-0.0805246893839817,-0.00914660461122469,-0.0133206328027531
86,3,0.01,1e-07,-0.0894830541671261,-0.0946989413418606,-0.0107629649458177,-0.00169686376472189
87,3,0.01,1e-07,-0.0881544788080073,-0.0933517769582963,-0.00456802948133493,-0.0107351369829956
88,3,0.01,1e-07,-0.0829475330292729,-0.0963646350113453,-0.00671367834318801,-0.00184478032928151
89,3,0.01,1e-07,-0.0985091249149744,-0.087918910410767,-0.0155445335573654,-0.0147955544955868
90,3,0.01,1e-07,-0.0853470935888694,-0.0939337488876349,-0.00423987872462787,-0.0217433775303236
91,3,0.01,1e-07,-0.0930699370807137,-0.0872410929790817,-0.0142267485714789,-0.00599132265761344
92,3,0.01,1e-07,-0.0813397360585708,-0.102735147179886,-0.0114885189624472,-0.0134649787906723
93,3,0.01,1e-07,-0.0946064906126241,-0.0918629711893512,-0.013753288213787,-0.00799478369107396
94,3,0.01,1e-07,-0.0917934915776699,-0.0894625180130803,-0.000514269122900212,-0.0136304524814217
95,3,0.01,1e-07,-0.0848290710463687,-0.0963903428449957,-0.0115873148022839,-0.00981113605489542
96,3,0.01,1e-07,-0.101645294648548,-0.0813460593637198,-0.0076081458404311,-0.0042124294138487
97,3,0.01,1e-07,-0.0870136360986608,-0.0917272760140072,-0.0107843530310819,-0.0107720952902367
98,3,0.01,1e-07,-0.0978089997911958,-0.0873809930878636,-0.00474630690560387,-0.0142722094630608
99,3,0.01,1e-07,-0.0957710217630303,-0.08286559223584,-0.0132863886763163,-0.0116215157098693
100,3,0.01,1e-07,-0.0890911289667627,-0.0919333868286006,-0.0154922150753399,-0.00517811112751412
1,3,0.0177827941003892,1e-07,-0.100419493558709,-0.0828897879242743,-0.0238671872648575,-0.00238466701427959
2,3,0.0177827941003892,1e-07,-0.0840793129817504,-0.0947293406291104,-0.00642618661670906,-0.0239372200967591
3,3,0.0177827941003892,1e-07,-0.0893200501689792,-0.0877277165077819,-0.0227854984801289,-0.0129102508838994
4,3,0.0177827941003892,1e-07,-0.0956143849881992,-0.0881941638781327,-0.0122837341246292,-0.0205397163595303
5,3,0.0177827941003892,1e-07,-0.0879811040058929,-0.0995944674959278,-0.00671309293832465,-0.0202001421110661
6,3,0.0177827941003892,1e-07,-0.082054513752509,-0.0987891491411715,-0.00848941312475735,-0.0161315427608544
7,3,0.0177827941003892,1e-07,-0.097128858690727,-0.0837552444473841,-0.027801139378878,-0.0152151561799434
8,3,0.0177827941003892,1e-07,-0.0946650735091627,-0.0854625510076075,-0.0198405269817397,-0.010813776247092
9,3,0.0177827941003892,1e-07,-0.0890125965714924,-0.0918366286120168,-0.0107951122626187,-0.0151934224527435
10,3,0.0177827941003892,1e-07,-0.0823273071064558,-0.096203685833063,-0.00268321808406814,-0.0178458498311603
11,3,0.0177827941003892,1e-07,-0.089687202804337,-0.0900771257193971,-0.0136785901868111,0.00172817824000541
12,3,0.0177827941003892,1e-07,-0.0898548623176036,-0.0911294624023943,-0.00842617927374759,-0.0147773912570145
13,3,0.0177827941003892,1e-07,-0.0818150796986921,-0.100995508849471,-0.00310453700586076,-0.0104587223252157
14,3,0.0177827941003892,1e-07,-0.0806468219125423,-0.102861942852117,-0.00281581469356525,-0.0211379817209954
15,3,0.0177827941003892,1e-07,-0.0894818469109651,-0.0913375053273032,-0.012279652156921,-0.0172013822439761
16,3,0.0177827941003892,1e-07,-0.0935020779025971,-0.0955613198546145,-0.0127392852954179,-0.0128071840171179
17,3,0.0177827941003892,1e-07,-0.0919466687823625,-0.0923783784494137,-0.010217273445355,-0.0108293013768157
18,3,0.0177827941003892,1e-07,-0.0832997620136402,-0.0992311900817966,-0.00825310345842579,-0.0240666605564929
19,3,0.0177827941003892,1e-07,-0.100934728915142,-0.0779264954790438,-0.0262072941560359,-0.00570401415537081
20,3,0.0177827941003892,1e-07,-0.104953385430969,-0.0930334708873001,-0.00215007755606883,-0.0171207461260291
21,3,0.0177827941003892,1e-07,-0.0793678374763855,-0.106133934370499,-0.00287643543491411,-0.0292496598612297
22,3,0.0177827941003892,1e-07,-0.0951466390119116,-0.0895398283572483,-0.0208227765742049,-0.00663876824311179
23,3,0.0177827941003892,1e-07,-0.0987624560944614,-0.0824602038082477,-0.0127081491374559,-0.0171890303242837
24,3,0.0177827941003892,1e-07,-0.110036302316538,-0.0836393313508102,-0.0273373254174533,-0.00855230005674245
25,3,0.0177827941003892,1e-07,-0.0983702904777134,-0.0840941981585493,-0.0230794882040742,-0.0143983799846166
26,3,0.0177827941003892,1e-07,-0.088719379648995,-0.0942519342013474,0.000604881065716241,-0.0170741970235735
27,3,0.0177827941003892,1e-07,-0.0937022816953069,-0.0932675439887344,-0.0154951745437513,-0.00765590581541446
28,3,0.0177827941003892,1e-07,-0.0852003287484439,-0.0983263635470724,-0.00842080377047536,-0.00626321095895772
29,3,0.0177827941003892,1e-07,-0.0894337015915593,-0.093537425963479,-0.0205284816470936,-0.000663021092481233
30,3,0.0177827941003892,1e-07,-0.0998141584520581,-0.0802387190981016,-0.0264345575624108,-0.00886183085666131
31,3,0.0177827941003892,1e-07,-0.0950340840141567,-0.0868793759016806,-0.0209845744139118,-0.0198751725012101
32,3,0.0177827941003892,1e-07,-0.0986876729524406,-0.0837336929093338,-0.0104362720710543,-0.0103161664870266
33,3,0.0177827941003892,1e-07,-0.0917357943641204,-0.0967143154561134,-0.0139275008999485,-0.00682608840123016
34,3,0.0177827941003892,1e-07,-0.0824232131446821,-0.0954432341237908,-0.00716612470343458,-0.0234017132037755
35,3,0.0177827941003892,1e-07,-0.0942076626570816,-0.088201824778115,-0.0162306298994379,-0.00293658356804373
36,3,0.0177827941003892,1e-07,-0.080635683599316,-0.0986973895112996,-0.00632872398131301,-0.0226282144623517
37,3,0.0177827941003892,1e-07,-0.0761711610372109,-0.106595132737314,-0.00845296871441713,-0.0296824463215336
38,3,0.0177827941003892,1e-07,-0.0898532606482057,-0.100863924965017,-0.009964483087883,-0.0364322862230435
39,3,0.0177827941003892,1e-07,-0.0829426001787699,-0.110440873250389,-0.00231230187719068,-0.0431488666500394
40,3,0.0177827941003892,1e-07,-0.07510475151926,-0.111709915909246,-0.0163049690632264,-0.0135433006927703
41,3,0.0177827941003892,1e-07,-0.0874954496577802,-0.0971027597000316,-0.0121375819929745,-0.022236937936042
42,3,0.0177827941003892,1e-07,-0.110650055093681,-0.0837043718287575,-0.0368153262366554,0.00290442603023365
43,3,0.0177827941003892,1e-07,-0.102514553660235,-0.0801086877767308,0.0043159711642255,-0.013577081580762
44,3,0.0177827941003892,1e-07,-0.106094770785234,-0.0804173844655813,-0.0304052038430437,0.00921181008923565
45,3,0.0177827941003892,1e-07,-0.0922273330395682,-0.0876118818256517,-0.0133513069375849,-0.0124518438665685
46,3,0.0177827941003892,1e-07,-0.0936991711974068,-0.086030791304298,-0.0177922955250513,-0.00899309309544972
47,3,0.0177827941003892,1e-07,-0.0941551421535293,-0.0900374061320508,-0.0118001854298663,-0.0107975308490715
48,3,0.0177827941003892,1e-07,-0.0836389104902803,-0.0964536116908747,-0.00915957992062297,-0.0115251595081313
49,3,0.0177827941003892,1e-07,-0.0967169642451719,-0.0861259729796762,-0.0208842944095399,-0.00223341484132467
50,3,0.0177827941003892,1e-07,-0.0947188822251379,-0.086883573744856,-0.0167290264593201,-0.0100926018780545
51,3,0.0177827941003892,1e-07,-0.0915068289160313,-0.0869543699660594,-0.0193309442814023,0.00275734698588993
52,3,0.0177827941003892,1e-07,-0.096556400204166,-0.0859186405557884,-0.0307259843581061,-0.00350830155193529
53,3,0.0177827941003892,1e-07,-0.08970864088418,-0.0900504760369595,-0.0147185143349235,-0.0191987299778342
54,3,0.0177827941003892,1e-07,-0.0977264138580216,-0.086389108284394,-0.0136499786667473,0.000379079591272769
55,3,0.0177827941003892,1e-07,-0.090547830671322,-0.0884338989728483,-0.0100192588901219,-0.0147760248068365
56,3,0.0177827941003892,1e-07,-0.08569530524301,-0.0943810978584092,-0.00477604750559914,-0.0207526417459731
57,3,0.0177827941003892,1e-07,-0.0905200931400206,-0.091300926108194,-0.00227352767059726,-0.0190688329121627
58,3,0.0177827941003892,1e-07,-0.0827125713862963,-0.095035005255654,-0.00985172522371579,-0.0109810674595866
59,3,0.0177827941003892,1e-07,-0.100392849079865,-0.079278230267598,-0.0110393514335998,-0.00731266292475854
60,3,0.0177827941003892,1e-07,-0.091378455332506,-0.0963749022613674,-0.00717868362381764,-0.0163200982585075
61,3,0.0177827941003892,1e-07,-0.0947781898417536,-0.0893686941283012,-0.0116741573675641,-0.000196021890314666
62,3,0.0177827941003892,1e-07,-0.0818700919232616,-0.112248847039157,-0.00806372282529629,-0.0192223921325254
63,3,0.0177827941003892,1e-07,-0.0903840032886437,-0.0891869275902549,-0.00789135296655799,-0.0111446134772048
64,3,0.0177827941003892,1e-07,-0.098708348059561,-0.082611553604448,-0.0216394237439617,-0.00756917825820847
65,3,0.0177827941003892,1e-07,-0.0950439735497398,-0.0818285903788687,-0.0230710994813561,-0.00892221911148737
66,3,0.0177827941003892,1e-07,-0.0970959937210973,-0.0883182779344536,-0.0183180530811661,-0.0128078169231776
67,3,0.0177827941003892,1e-07,-0.10129971618906,-0.0833199989692749,-0.0272158917403372,-0.00670500883590386
68,3,0.0177827941003892,1e-07,-0.110486902791219,-0.0797616454804251,-0.0180298009919283,-0.00281302987214524
69,3,0.0177827941003892,1e-07,-0.0855935016911261,-0.0892143187460899,-0.00860159250578067,-0.0184692640785066
70,3,0.0177827941003892,1e-07,-0.0929358839258226,-0.0871425464537877,-0.0139335532874595,-0.0147422575409761
71,3,0.0177827941003892,1e-07,-0.09121712986538,-0.0898674425783544,-0.0240118939086383,-0.0109792744263738
72,3,0.0177827941003892,1e-07,-0.105116179846938,-0.0815382920553251,-0.00802599285894304,-0.0109805990901889
73,3,0.0177827941003892,1e-07,-0.0881319457496581,-0.099872990888144,-0.0128171587233248,-0.0299811205873523
74,3,0.0177827941003892,1e-07,-0.0985688292051876,-0.0825864384555245,-0.0290681075228601,-0.0076772759094905
75,3,0.0177827941003892,1e-07,-0.0926158004203844,-0.0880131885290037,-0.0212035500410586,-0.00710781226127124
76,3,0.0177827941003892,1e-07,-0.106149252016512,-0.0792642374146254,-0.0261435669133774,-0.00960284597456734
77,3,0.0177827941003892,1e-07,-0.0921474220441638,-0.0954889070923281,0.0071082331164555,-0.0303632552959662
78,3,0.0177827941003892,1e-07,-0.0997916601315459,-0.0864159376451846,-0.0179678474051198,-0.0122433238540333
79,3,0.0177827941003892,1e-07,-0.0992165191666445,-0.0897672160128564,-0.0323946272192738,-0.0187581196422369
80,3,0.0177827941003892,1e-07,-0.100015778248736,-0.0754422646638154,-0.0213967085180628,-0.00791362933558742
81,3,0.0177827941003892,1e-07,-0.0849720674952075,-0.103765284832,-0.0165602834184215,-0.024897205906487
82,3,0.0177827941003892,1e-07,-0.0865907327540603,-0.0925328797673664,-0.00737573497948018,-0.0114048303637543
83,3,0.0177827941003892,1e-07,-0.0867911686016971,-0.0935854434380649,-0.00884235008654686,-0.00463099099462717
84,3,0.0177827941003892,1e-07,-0.0900043079590552,-0.0898810521978172,-0.00302680099146049,-0.00612548888410072
85,3,0.0177827941003892,1e-07,-0.104769074576089,-0.0805222947163923,-0.0290595439849187,-0.0109744399227192
86,3,0.0177827941003892,1e-07,-0.0894780151983945,-0.0947041831377238,-0.0103127971307753,-0.00945076975880023
87,3,0.0177827941003892,1e-07,-0.0881505522809445,-0.0933499042080928,-0.0182741357074351,-0.00747673196686914
88,3,0.0177827941003892,1e-07,-0.0829504024972132,-0.096359845322499,-0.0132972238102626,-0.018538820397961
89,3,0.0177827941003892,1e-07,-0.0985148681363168,-0.0879221295708211,-0.0130970898417083,-0.015063806809145
90,3,0.0177827941003892,1e-07,-0.0853419232973209,-0.0939348805402835,-0.00592539710312881,-0.0133789153336147
91,3,0.0177827941003892,1e-07,-0.0930708426115286,-0.0872456300658006,-0.0176033210357798,-0.0050610172390205
92,3,0.0177827941003892,1e-07,-0.0813363482819221,-0.102733781514579,-0.0105731905676496,-0.0198107070551718
93,3,0.0177827941003892,1e-07,-0.0946069250549279,-0.0918676441700319,-0.00734548663605645,-0.0270428179686992
94,3,0.0177827941003892,1e-07,-0.091787209164816,-0.0894655761538431,-0.0119671594504132,-0.00940354839982202
95,3,0.0177827941003892,1e-07,-0.0848255399780115,-0.0963898296496187,-0.0117131661485037,-0.0181249093184015
96,3,0.0177827941003892,1e-07,-0.10164903744085,-0.0813462515781848,-0.0191903173822466,0.00125876136305509
97,3,0.0177827941003892,1e-07,-0.0870137240322675,-0.0917301272530338,-0.0183581861595044,-0.0135028970237536
98,3,0.0177827941003892,1e-07,-0.0978061157154436,-0.0873751689077544,-0.0057917163906742,-0.0135280249423346
99,3,0.0177827941003892,1e-07,-0.0957683617793682,-0.0828633820697348,-0.0126959242438952,-0.0139618880791113
100,3,0.0177827941003892,1e-07,-0.0890869585940086,-0.0919382837212806,-0.0186994915221745,-0.00932940762268412
1,3,0.0316227766016838,1e-07,-0.100418344782826,-0.0828950033699511,-0.0177618391180707,-0.00507471035847545
2,3,0.0316227766016838,1e-07,-0.0840741032130447,-0.0947384107444639,-0.00785660426247384,-0.0227461645563858
3,3,0.0316227766016838,1e-07,-0.0893210937927307,-0.0877268051106737,-0.0222465191428876,-0.0134381242771945
4,3,0.0316227766016838,1e-07,-0.095622000405524,-0.0881921959445539,-0.0160475237392795,-0.00592032791605477
5,3,0.0316227766016838,1e-07,-0.0879840645029932,-0.0995907796874163,-0.00599448485665291,-0.0246153949435964
6,3,0.0316227766016838,1e-07,-0.0820487246104641,-0.0987893472122372,-0.0112369286566564,-0.0134661148456694
7,3,0.0316227766016838,1e-07,-0.0971219906458106,-0.0837589660654563,-0.0295468367963995,-0.018224413830405
8,3,0.0316227766016838,1e-07,-0.0946626137074358,-0.0854603854785108,-0.00765816252730242,-0.00922176527113197
9,3,0.0316227766016838,1e-07,-0.0890048927629007,-0.0918333211451941,-0.0120724436985763,-0.0154782719069106
10,3,0.0316227766016838,1e-07,-0.0823269216634187,-0.0962084849517807,-0.0123501690805383,-0.0350845617204791
11,3,0.0316227766016838,1e-07,-0.0896861307894628,-0.0900726358206781,-0.0098559054620864,-0.000743599059473467
12,3,0.0316227766016838,1e-07,-0.0898441123728926,-0.0911281078693453,-0.00445057896990237,-0.0194880545739732
13,3,0.0316227766016838,1e-07,-0.0818267312840989,-0.100989493653439,-0.00930060489248211,-0.0141632012126389
14,3,0.0316227766016838,1e-07,-0.0806503272492517,-0.102862420479319,-0.00604354394254583,-0.00999730220739979
15,3,0.0316227766016838,1e-07,-0.0894776731269244,-0.0913370852644406,-0.0102247433848132,-0.025464453233872
16,3,0.0316227766016838,1e-07,-0.0934975573389827,-0.0955589579181244,-0.0132383319548561,-0.00540701744421377
17,3,0.0316227766016838,1e-07,-0.091943790789393,-0.0923830281198793,-0.0169367242438483,-0.0127453125610308
18,3,0.0316227766016838,1e-07,-0.083304346262006,-0.0992343730449238,-0.00663689751651277,-0.0257247763803231
19,3,0.0316227766016838,1e-07,-0.100922755586295,-0.0779267160182387,-0.0270308208073444,-0.00439553413981193
20,3,0.0316227766016838,1e-07,-0.104943811366327,-0.0930385230154146,-0.00812467525269712,-0.0167166688303971
21,3,0.0316227766016838,1e-07,-0.0793725077832614,-0.106129296473172,-0.00301057408051901,-0.0290113830883448
22,3,0.0316227766016838,1e-07,-0.095137780264096,-0.089546623463762,-0.0259740841451032,0.00782632410560166
23,3,0.0316227766016838,1e-07,-0.0987725926201047,-0.0824618449930211,0.00234623261318707,-0.00960499608614424
24,3,0.0316227766016838,1e-07,-0.11003670560511,-0.0836345945499308,-0.0337970946494527,-0.00258171833990651
25,3,0.0316227766016838,1e-07,-0.0983782505313662,-0.0840910952258133,-0.0225065608448055,-0.00683809968150303
26,3,0.0316227766016838,1e-07,-0.0887303388170242,-0.0942514649455801,-0.0110404323730748,-0.00912973310355215
27,3,0.0316227766016838,1e-07,-0.0937014793731322,-0.0932687677319156,-0.0136174257564599,-0.0126890858155227
28,3,0.0316227766016838,1e-07,-0.0852028365586848,-0.0983250165694037,-0.0108836919921761,-0.0182421812055302
29,3,0.0316227766016838,1e-07,-0.0894342852142859,-0.0935342530608777,-0.0195582712272411,-0.0121251010231058
30,3,0.0316227766016838,1e-07,-0.099811896386139,-0.0802367819989221,-0.0249550222215198,-0.0104825545242433
31,3,0.0316227766016838,1e-07,-0.0950362680372202,-0.0868759310397269,-0.0210526568926718,-0.016293416774406
32,3,0.0316227766016838,1e-07,-0.0986926187965613,-0.0837306875898016,-0.0155162908139923,-0.0122410416222946
33,3,0.0316227766016838,1e-07,-0.0917510720927942,-0.0967163622027226,-0.00599251656496569,-0.0161473231834316
34,3,0.0316227766016838,1e-07,-0.0824257044015781,-0.0954480523565196,-0.00657236920170844,-0.017583989644733
35,3,0.0316227766016838,1e-07,-0.0942051783709919,-0.0882005917612418,-0.0237652891621706,-0.00253818003457417
36,3,0.0316227766016838,1e-07,-0.0806306524188448,-0.0987041048259031,-0.00156174542938322,-0.0275509997955917
37,3,0.0316227766016838,1e-07,-0.0761716600431557,-0.10660024382444,-0.00203550201989191,-0.0243574154939759
38,3,0.0316227766016838,1e-07,-0.0898589572015226,-0.100859195049198,-0.00682133651042516,-0.0291478802482584
39,3,0.0316227766016838,1e-07,-0.0829367170339013,-0.110438754164832,0.000796444891690235,-0.0434192719939128
40,3,0.0316227766016838,1e-07,-0.0750998868840425,-0.111719690302978,-0.0149598841757438,-0.021513177401126
41,3,0.0316227766016838,1e-07,-0.0874838242567281,-0.0971095901677483,-0.0188352314426284,-0.0104912935547326
42,3,0.0316227766016838,1e-07,-0.110648622475919,-0.0837078927459035,-0.040373994122072,0.00229710787536056
43,3,0.0316227766016838,1e-07,-0.102526489323056,-0.080112592234631,-0.00102405641700149,-0.00469791828931399
44,3,0.0316227766016838,1e-07,-0.106098665207542,-0.0804182484540665,-0.032892143365954,0.000923336064924031
45,3,0.0316227766016838,1e-07,-0.0922269367410877,-0.0876136943756456,-0.0119922464525502,-0.0128607203371738
46,3,0.0316227766016838,1e-07,-0.0936910953625405,-0.0860291029165286,-0.0226380232951602,-0.00990730173558247
47,3,0.0316227766016838,1e-07,-0.0941523737589514,-0.0900409608082889,-0.0207203035250201,-0.00813619617027229
48,3,0.0316227766016838,1e-07,-0.083639375107475,-0.0964583082846661,-0.00580303981348382,-0.0112973162518225
49,3,0.0316227766016838,1e-07,-0.0967197655784856,-0.0861300495932072,-0.0176544157916489,-0.00533264707906224
50,3,0.0316227766016838,1e-07,-0.094720437079185,-0.0868825910999132,-0.0113745822046112,-0.00596723843564889
51,3,0.0316227766016838,1e-07,-0.0914988173182002,-0.0869578961812497,-0.0222845941541262,-0.0108291654382226
